Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.79B,3.61B,3.61B,6.53B,5.99B
Cash & Short Term Investments Growth,-,-4.88%,0.00%,81.04%,-8.27%
Cash Only,2.62B,2.44B,2.54B,4.74B,4.81B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,35.48%,32.35%,29.05%,9.76%,8.88%
Total Accounts Receivable,2.03B,2.23B,2.71B,3.68B,4.05B
Total Accounts Receivable Growth,-,10.02%,21.49%,35.93%,10.11%
"Accounts Receivables, Net",2.02B,2.22B,2.71B,3.68B,4.05B
"Accounts Receivables, Gross",2.02B,2.22B,2.71B,3.68B,4.05B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,6M,5M,-,-,-
Accounts Receivable Turnover,1.90,1.93,1.78,1.60,1.62
Inventories,1.77B,1.9B,1.96B,2.43B,2.65B
Finished Goods,228M,79M,197M,353M,317M
Work in Progress,1.41B,1.74B,1.68B,1.97B,2.17B
Raw Materials,129M,85M,82M,112M,160M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,234M,249M,312M,725M,769M
Miscellaneous Current Assets,234M,249M,312M,276M,369M
Total Current Assets,7.82B,7.99B,8.58B,13.37B,13.46B
"Net Property, Plant & Equipment",918M,1B,1.07B,1.82B,1.92B
"Property, Plant & Equipment - Gross",1.92B,2.05B,2.2B,3.01B,3.23B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.01B,1.05B,1.13B,1.19B,1.31B
Total Investments and Advances,132M,69M,135M,72M,76M
Other Long-Term Investments,65M,-,66M,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,493M,492M,617M,50.43B,50.86B
Net Goodwill,289M,289M,289M,23.08B,24.19B
Net Other Intangibles,204M,203M,-,-,-
Other Assets,240M,567M,1.08B,1.19B,1.15B
Total Assets,10.69B,11.15B,12.42B,66.92B,67.5B
Total Assets Growth,-,4.32%,11.35%,438.81%,0.88%
