Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,7.32B,2.55B,2.59B,3.72B,3.98B
Cash & Short Term Investments Growth,-,-65.15%,1.33%,43.74%,7.18%
Cash Only,7.32B,2.55B,2.59B,3.72B,3.98B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.38%,3.09%,3.11%,4.46%,4.87%
Total Accounts Receivable,4.2B,4.28B,5.44B,4.41B,4.53B
Total Accounts Receivable Growth,-,2.03%,27.11%,-19.03%,2.72%
"Accounts Receivables, Net",4.2B,4.28B,4.63B,4.41B,4.53B
"Accounts Receivables, Gross",4.31B,4.4B,4.76B,4.54B,4.65B
Bad Debt/Doubtful Accounts,(117M),(121M),(124M),(130M),(120M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.72,1.69,1.50,1.74,1.71
Inventories,2.55B,2.74B,2.77B,3.07B,3.26B
Finished Goods,1.3B,1.37B,1.34B,1.49B,1.61B
Work in Progress,433M,465M,473M,530M,530M
Raw Materials,814M,905M,951M,1.05B,1.12B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.33B,1.21B,852M,1.47B,1.46B
Miscellaneous Current Assets,1.33B,1.21B,82M,1.47B,1.46B
Total Current Assets,15.39B,10.78B,11.65B,12.67B,13.23B
"Net Property, Plant & Equipment",4.38B,4.62B,4.83B,4.82B,4.79B
"Property, Plant & Equipment - Gross",7.71B,8.01B,8.3B,8.33B,8.33B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.33B,3.39B,3.47B,3.52B,3.54B
Total Investments and Advances,23M,21M,20M,17M,15M
Other Long-Term Investments,23M,21M,20M,17M,15M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,56.11B,64.61B,64.03B,62.81B,60.18B
Net Goodwill,35.59B,41.24B,41.18B,40.66B,39.28B
Net Other Intangibles,20.52B,23.38B,-,-,-
Other Assets,2.13B,2.47B,2.66B,3.08B,3.59B
Total Assets,78.03B,82.5B,83.18B,83.39B,81.81B
Total Assets Growth,-,5.73%,0.83%,0.25%,-1.90%
