Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,328.7M,402.7M,274.13M,327M,265M
Cash & Short Term Investments Growth,-,22.51%,-31.93%,19.28%,-18.96%
Cash Only,328.7M,402.7M,274.13M,327M,265M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.64%,3.23%,2.17%,2.56%,2.18%
Total Accounts Receivable,1.23B,1.19B,1.07B,1.24B,1.16B
Total Accounts Receivable Growth,-,-3.32%,-9.47%,15.50%,-6.30%
"Accounts Receivables, Net",1.23B,1.19B,1.07B,1.24B,1.16B
"Accounts Receivables, Gross",1.29B,1.25B,1.13B,1.3B,1.22B
Bad Debt/Doubtful Accounts,(69M),(63M),(53.49M),(58M),(56M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.80,2.78,2.97,2.70,2.88
Inventories,2.39B,2.42B,2.61B,2.57B,2.65B
Finished Goods,2.39B,2.42B,2.61B,2.57B,2.65B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,219.95M,247.84M,296.95M,543M,255M
Miscellaneous Current Assets,219.95M,247.84M,296.95M,543M,255M
Total Current Assets,4.17B,4.26B,4.25B,4.68B,4.33B
"Net Property, Plant & Equipment",2.58B,2.53B,2.66B,2.56B,2.49B
"Property, Plant & Equipment - Gross",-,-,3.65B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,114.57M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,987.48M,-,-
Total Investments and Advances,168.47M,178.41M,180.71M,179M,154M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.34B,5.28B,5.29B,5.14B,4.96B
Net Goodwill,4.57B,4.53B,4.54B,4.43B,4.29B
Net Other Intangibles,768.47M,755.43M,-,-,-
Other Assets,189.2M,208.73M,193.03M,219M,205M
Total Assets,12.44B,12.46B,12.61B,12.78B,12.13B
Total Assets Growth,-,0.18%,1.17%,1.36%,-5.04%
