Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,268M,283.48M,361.47M,288.24M,287.53M
Cash & Short Term Investments Growth,-,5.78%,27.51%,-20.26%,-0.25%
Cash Only,216.77M,234.13M,309.17M,243.26M,253.06M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.77%,6.05%,7.54%,6.10%,6.01%
Total Accounts Receivable,604.56M,541.63M,539.2M,501.2M,600.11M
Total Accounts Receivable Growth,-,-10.41%,-0.45%,-7.05%,19.74%
"Accounts Receivables, Net",584.16M,538.12M,521.06M,501.2M,597.56M
"Accounts Receivables, Gross",592.24M,548.69M,533.15M,515.17M,610.1M
Bad Debt/Doubtful Accounts,(8.09M),(10.58M),(12.09M),(13.97M),(12.54M)
Other Receivable,20.4M,3.51M,-,-,-
Accounts Receivable Turnover,0.67,0.85,0.80,0.91,0.78
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,56.37M,53.15M,63.66M,70.46M,69.65M
Miscellaneous Current Assets,3.96M,5.6M,8.15M,6.88M,7.71M
Total Current Assets,928.93M,878.26M,964.33M,859.9M,957.29M
"Net Property, Plant & Equipment",205.94M,217.19M,220.91M,219.88M,218.48M
"Property, Plant & Equipment - Gross",-,-,362.3M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,109.69M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,141.38M,-,-
Total Investments and Advances,79.06M,64.92M,46.35M,34.34M,26.46M
Other Long-Term Investments,79.06M,64.92M,46.35M,34.34M,26.46M
Long-Term Note Receivables,15.74M,14.92M,13.94M,14.74M,12.67M
Intangible Assets,3.37B,3.46B,3.44B,3.55B,3.53B
Net Goodwill,2.31B,2.36B,2.36B,2.44B,2.45B
Net Other Intangibles,1.06B,1.11B,-,-,-
Other Assets,39.14M,43.48M,45.97M,45.31M,46.22M
Total Assets,4.64B,4.68B,4.79B,4.72B,4.79B
Total Assets Growth,-,0.90%,2.32%,-1.42%,1.34%
