Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,144.06B,149.2B,146.72B,106.26B,105.41B
Cash & Short Term Investments Growth,-,3.57%,-1.66%,-27.58%,-0.80%
Cash Only,42.3B,69.99B,88.18B,39.11B,30.61B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.79%,16.20%,15.30%,10.96%,11.59%
Total Accounts Receivable,60.17B,62B,60.32B,64.32B,66.37B
Total Accounts Receivable Growth,-,3.03%,-2.71%,6.64%,3.19%
"Accounts Receivables, Net",56.21B,57.93B,56.52B,59.6B,61.93B
"Accounts Receivables, Gross",57.11B,58.85B,58.12B,61.21B,62.78B
Bad Debt/Doubtful Accounts,(908M),(920M),(1.6B),(1.61B),(849M)
Other Receivable,3.97B,4.06B,-,-,-
Accounts Receivable Turnover,1.15,1.14,1.19,1.10,1.15
Inventories,19.39B,20.19B,20.95B,22.57B,24.56B
Finished Goods,11.43B,11.51B,12.02B,12.86B,14.25B
Work in Progress,2.95B,3.29B,3.19B,3.54B,3.75B
Raw Materials,5.02B,5.39B,5.74B,6.18B,6.56B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,-,-,-,-,-
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,223.62B,231.39B,227.99B,193.15B,196.34B
"Net Property, Plant & Equipment",188.31B,188.88B,196.37B,191.76B,192.41B
"Property, Plant & Equipment - Gross",268.83B,271.13B,-,278.1B,280.06B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,80.52B,82.26B,-,86.34B,87.65B
Total Investments and Advances,345.35B,345.93B,385.05B,430.37B,366.81B
Other Long-Term Investments,328.81B,329.27B,367.68B,412.78B,349.32B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,103.79B,103.58B,103.51B,103.17B,102.72B
Net Goodwill,73.76B,73.77B,73.88B,73.82B,73.62B
Net Other Intangibles,30.03B,29.81B,-,-,-
Other Assets,51.42B,50.99B,45.86B,51.06B,51.57B
Total Assets,912.49B,920.76B,958.78B,969.51B,909.86B
Total Assets Growth,-,0.91%,4.13%,1.12%,-6.15%
