Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.31B,1.18B,1.02B,1.06B,628.2M
Cash & Short Term Investments Growth,-,-9.92%,-13.71%,3.80%,-40.62%
Cash Only,1.31B,1.18B,1.02B,1.06B,628.2M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.98%,11.55%,10.15%,11.11%,6.61%
Total Accounts Receivable,1.12B,1.74B,1.79B,1.23B,1.29B
Total Accounts Receivable Growth,-,54.82%,2.72%,-31.10%,4.77%
"Accounts Receivables, Net",1.12B,1.74B,1.79B,1.23B,1.29B
"Accounts Receivables, Gross",1.15B,1.77B,1.81B,1.26B,1.32B
Bad Debt/Doubtful Accounts,(30.5M),(30.4M),(22.9M),(24.1M),(24.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.18,1.13,1.13,0.94,1.04
Inventories,499.6M,544.1M,552.1M,644.3M,867.5M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,681.7M,265.2M,369.5M,321.6M,299.5M
Miscellaneous Current Assets,681.7M,265.2M,369.5M,321.6M,299.5M
Total Current Assets,3.62B,3.73B,3.73B,3.26B,3.09B
"Net Property, Plant & Equipment",466.2M,441.9M,421.1M,422.6M,409.9M
"Property, Plant & Equipment - Gross",1.06B,1.05B,1.15B,1.06B,1.05B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,589.1M,607.6M,727.1M,641.5M,644.2M
Total Investments and Advances,1.7M,1.9M,200K,-,500K
Other Long-Term Investments,1.7M,1.9M,200K,-,500K
Long-Term Note Receivables,72.6M,108.1M,104.2M,94.6M,148.2M
Intangible Assets,4.67B,4.63B,4.59B,4.56B,4.64B
Net Goodwill,3.42B,3.42B,3.42B,3.42B,3.48B
Net Other Intangibles,1.25B,1.21B,-,-,-
Other Assets,1.28B,1.32B,1.06B,1.19B,1.22B
Total Assets,10.1B,10.23B,10.04B,9.52B,9.5B
Total Assets Growth,-,1.27%,-1.88%,-5.17%,-0.16%
