Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.01B,2.07B,1.37B,876.14M,867.09M
Cash & Short Term Investments Growth,-,-31.23%,-33.54%,-36.25%,-1.03%
Cash Only,3.01B,2.07B,1.37B,876.14M,867.09M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.04%,9.36%,6.41%,3.92%,3.92%
Total Accounts Receivable,3.79B,4.31B,4.32B,4.82B,4.9B
Total Accounts Receivable Growth,-,13.71%,0.25%,11.66%,1.66%
"Accounts Receivables, Net",3.78B,4.31B,4.22B,4.78B,4.87B
"Accounts Receivables, Gross",3.9B,4.44B,4.35B,4.91B,4.94B
Bad Debt/Doubtful Accounts,(117.7M),(126.76M),(128.19M),(128.19M),(70.79M)
Other Receivable,8.76M,-,-,-,-
Accounts Receivable Turnover,4.26,3.82,3.78,3.50,3.87
Inventories,3.7B,4.05B,4.12B,4.41B,4.45B
Finished Goods,3.7B,4.05B,4.12B,4.41B,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,240.96M,255.59M,252.35M,303.21M,303.79M
Miscellaneous Current Assets,240.96M,255.59M,252.35M,303.21M,303.79M
Total Current Assets,10.73B,10.69B,10.06B,10.41B,10.52B
"Net Property, Plant & Equipment",5.04B,5.09B,5.03B,5.13B,5.18B
"Property, Plant & Equipment - Gross",11.38B,-,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,1.42B,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.35B,-,-,-,-
Total Investments and Advances,73.19M,83.47M,64.58M,69.33M,-
Other Long-Term Investments,73.19M,83.47M,64.58M,69.33M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.69B,5.33B,5.32B,5.75B,5.49B
Net Goodwill,3.94B,4.4B,4.42B,4.7B,4.54B
Net Other Intangibles,746.07M,927.97M,-,-,-
Other Assets,528.82M,546.76M,556.72M,568.67M,550.15M
Total Assets,21.41B,22.1B,21.43B,22.32B,22.13B
Total Assets Growth,-,3.22%,-3.06%,4.19%,-0.88%
