Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.44B,4.09B,4.2B,3.99B,4.44B
Cash & Short Term Investments Growth,-,-7.91%,2.83%,-5.20%,11.34%
Cash Only,1.62B,1.35B,1.29B,1.1B,1.54B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,36.10%,31.61%,31.01%,29.14%,32.38%
Total Accounts Receivable,794.3M,793.6M,893M,1.02B,955M
Total Accounts Receivable Growth,-,-0.09%,12.53%,13.81%,-6.03%
"Accounts Receivables, Net",699.9M,695M,782.7M,906.1M,838.5M
"Accounts Receivables, Gross",699.9M,695M,802.9M,906.1M,838.5M
Bad Debt/Doubtful Accounts,-,-,(20.2M),-,-
Other Receivable,94.4M,98.6M,-,-,-
Accounts Receivable Turnover,1.84,1.77,1.74,1.46,1.59
Inventories,569.7M,584.9M,587.1M,653M,724M
Finished Goods,329.2M,317.8M,276.1M,277.9M,311.7M
Work in Progress,65.5M,85.7M,96.4M,113.8M,117.4M
Raw Materials,175M,181.4M,214.6M,261.3M,294.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,213.4M,261.3M,160.8M,148.3M,176.1M
Miscellaneous Current Assets,134.7M,183.1M,156.5M,135.5M,155.4M
Total Current Assets,6.02B,5.73B,5.84B,5.8B,6.29B
"Net Property, Plant & Equipment",1.65B,1.74B,1.95B,1.97B,2.11B
"Property, Plant & Equipment - Gross",-,-,2.92B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,217.6M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,3.3B,4.13B,4.42B,4.45B,3.77B
Other Long-Term Investments,3.3B,4.13B,4.42B,4.45B,3.77B
Long-Term Note Receivables,235.1M,242.1M,278.7M,283.6M,299.9M
Intangible Assets,428.3M,421.5M,414.1M,407.3M,415.3M
Net Goodwill,344.3M,344.3M,343.6M,343.2M,349.1M
Net Other Intangibles,84M,77.2M,-,-,-
Other Assets,275.8M,262.1M,209.6M,279M,298M
Total Assets,12.3B,12.93B,13.56B,13.68B,13.71B
Total Assets Growth,-,5.19%,4.80%,0.91%,0.20%
