Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,21.32B,19.68B,18.44B,18.72B,20.12B
Cash & Short Term Investments Growth,-,-7.72%,-6.27%,1.50%,7.47%
Cash Only,21.09B,19.51B,18.32B,18.51B,16.93B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,30.01%,28.39%,24.59%,27.12%,28.58%
Total Accounts Receivable,1.79B,1.71B,1.66B,2.06B,2.22B
Total Accounts Receivable Growth,-,-4.68%,-2.69%,23.99%,7.52%
"Accounts Receivables, Net",1.79B,1.71B,1.66B,2.06B,2.22B
"Accounts Receivables, Gross",1.86B,1.78B,1.69B,2.09B,2.25B
Bad Debt/Doubtful Accounts,(71M),(70M),(28M),(30M),(31M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.05,4.53,4.93,3.67,5.46
Inventories,912M,955M,983M,1.07B,1.15B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,912M,955M,983M,1.07B,1.15B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,646M,717M,745M,762M,883M
Miscellaneous Current Assets,646M,717M,745M,762M,883M
Total Current Assets,24.67B,23.06B,21.83B,22.61B,24.37B
"Net Property, Plant & Equipment",36.75B,36.83B,36.72B,36.46B,36.29B
"Property, Plant & Equipment - Gross",54.19B,54.82B,55.21B,55.51B,55.84B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,17.44B,18B,18.49B,19.05B,19.55B
Total Investments and Advances,216M,215M,213M,214M,204M
Other Long-Term Investments,216M,215M,213M,214M,204M
Long-Term Note Receivables,-,-,76M,-,-
Intangible Assets,7.35B,7.34B,7.33B,7.32B,7.31B
Net Goodwill,4.53B,4.53B,4.53B,4.53B,4.53B
Net Other Intangibles,2.83B,2.82B,-,-,-
Other Assets,1.41B,1.34B,1.34B,1.4B,1.3B
Total Assets,71.05B,69.29B,75B,69.04B,70.38B
Total Assets Growth,-,-2.47%,8.24%,-7.95%,1.95%
