Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.15B,3.63B,1.58B,2.91B,1.78B
Cash & Short Term Investments Growth,-,68.51%,-56.59%,84.51%,-38.85%
Cash Only,1.96B,3.43B,1.58B,2.91B,1.78B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.66%,2.74%,1.18%,3.13%,1.93%
Total Accounts Receivable,4.49B,4.66B,5.13B,3.04B,3.19B
Total Accounts Receivable Growth,-,3.74%,10.00%,-40.64%,4.73%
"Accounts Receivables, Net",3.14B,3.12B,3.54B,1.98B,1.87B
"Accounts Receivables, Gross",3.61B,3.61B,3.99B,2.45B,2.3B
Bad Debt/Doubtful Accounts,(467M),(486M),(451M),(470M),(435M)
Other Receivable,1.35B,1.54B,-,-,-
Accounts Receivable Turnover,2.01,2.48,1.69,1.75,1.33
Inventories,1.7B,1.82B,1.87B,512M,624M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,1.44B,1.48B,1.48B,473M,491M
Progress Payments & Other,259M,343M,389M,39M,133M
Other Current Assets,3.96B,4.74B,5.39B,1.68B,1.75B
Miscellaneous Current Assets,3.96B,4.74B,5.39B,1.68B,1.75B
Total Current Assets,12.31B,14.84B,13.96B,8.15B,7.34B
"Net Property, Plant & Equipment",82.12B,82.85B,84.22B,65.47B,66.46B
"Property, Plant & Equipment - Gross",110.9B,112.9B,114.54B,80.34B,81.7B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,28.78B,30.05B,30.32B,14.88B,15.24B
Total Investments and Advances,16.26B,16.5B,17.33B,244M,294M
Other Long-Term Investments,16.26B,16.5B,17.33B,244M,294M
Long-Term Note Receivables,-,-,-,2.97B,2.27B
Intangible Assets,6.96B,6.94B,6.68B,6.63B,6.63B
Net Goodwill,6.68B,6.68B,6.68B,6.63B,6.63B
Net Other Intangibles,278M,265M,-,-,-
Other Assets,11.75B,11.48B,10.83B,9.25B,9.31B
Total Assets,129.4B,132.62B,133.01B,92.7B,92.3B
Total Assets Growth,-,2.49%,0.30%,-30.31%,-0.43%
