Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,576.2M,688M,762.6M,667.7M,718.5M
Cash & Short Term Investments Growth,-,19.40%,10.84%,-12.44%,7.61%
Cash Only,576.2M,688M,762.6M,667.7M,718.5M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,19.64%,21.89%,23.01%,20.27%,21.37%
Total Accounts Receivable,480.5M,476.4M,489M,498.7M,528.4M
Total Accounts Receivable Growth,-,-0.85%,2.64%,1.98%,5.96%
"Accounts Receivables, Net",480.5M,476.4M,489M,498.7M,528.4M
"Accounts Receivables, Gross",480.5M,476.4M,489.4M,498.7M,528.4M
Bad Debt/Doubtful Accounts,-,-,(400K),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.51,1.48,1.49,1.44,1.46
Inventories,345.2M,353.8M,378.4M,416.5M,411.6M
Finished Goods,149.2M,142.3M,161.1M,178.9M,165.3M
Work in Progress,65.8M,71.1M,63.5M,70.2M,69M
Raw Materials,130.2M,140.4M,153.8M,167.4M,177.3M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,75.1M,80.1M,112M,107.6M,112.6M
Miscellaneous Current Assets,75.1M,80.1M,112M,107.6M,112.6M
Total Current Assets,1.48B,1.6B,1.74B,1.69B,1.77B
"Net Property, Plant & Equipment",1.04B,1.07B,1.13B,1.14B,1.15B
"Property, Plant & Equipment - Gross",2.16B,2.2B,2.28B,2.31B,2.32B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,182.6M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.13B,1.14B,-,-,1.17B
Total Investments and Advances,211.7M,215.7M,207.7M,216.8M,193.3M
Other Long-Term Investments,-,-,-,8.7M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,137.8M,135M,132.9M,130.6M,126.6M
Net Goodwill,110M,108.9M,109.9M,108.8M,106.6M
Net Other Intangibles,27.8M,26.1M,-,-,-
Other Assets,42.3M,48.6M,55.9M,48.9M,67M
Total Assets,2.93B,3.14B,3.31B,3.29B,3.36B
Total Assets Growth,-,7.13%,5.45%,-0.58%,2.03%
