Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.91B,1.57B,1.48B,1.49B,1.52B
Cash & Short Term Investments Growth,-,-17.63%,-6.16%,1.08%,1.67%
Cash Only,1.81B,1.47B,1.37B,1.39B,1.43B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.98%,6.55%,5.98%,5.98%,6.22%
Total Accounts Receivable,2.35B,2.39B,2.61B,2.66B,2.72B
Total Accounts Receivable Growth,-,1.75%,9.35%,2.03%,2.29%
"Accounts Receivables, Net",2.28B,2.33B,2.55B,2.62B,2.68B
"Accounts Receivables, Gross",2.31B,2.36B,2.58B,2.65B,2.71B
Bad Debt/Doubtful Accounts,(31M),(30M),(33M),(30M),(28M)
Other Receivable,69M,56M,-,-,-
Accounts Receivable Turnover,1.47,1.42,1.39,1.34,1.30
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,812M,574M,677M,617M,670M
Miscellaneous Current Assets,634M,410M,521M,455M,482M
Total Current Assets,5.07B,4.53B,4.76B,4.77B,4.91B
"Net Property, Plant & Equipment",900M,889M,903M,938M,899M
"Property, Plant & Equipment - Gross",-,-,1.67B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,765M,-,-
Total Investments and Advances,158M,158M,168M,187M,194M
Other Long-Term Investments,74M,74M,80M,97M,102M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,17.32B,17.94B,18.24B,18.45B,17.84B
Net Goodwill,12.55B,13.12B,13.3B,13.53B,13.1B
Net Other Intangibles,4.77B,4.81B,-,-,-
Other Assets,385M,411M,487M,503M,452M
Total Assets,23.94B,24.03B,24.69B,24.97B,24.41B
Total Assets Growth,-,0.40%,2.73%,1.13%,-2.23%
