Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.6B,12.25B,9.83B,7.57B,9.96B
Cash & Short Term Investments Growth,-,42.43%,-19.75%,-22.97%,31.55%
Cash Only,8.55B,12.18B,9.75B,6.1B,8.52B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.81%,8.23%,6.71%,5.29%,6.96%
Total Accounts Receivable,9.91B,9.28B,9.98B,10.73B,11.24B
Total Accounts Receivable Growth,-,-6.38%,7.50%,7.58%,4.70%
"Accounts Receivables, Net",9.91B,9.28B,9.98B,10.73B,11.24B
"Accounts Receivables, Gross",9.91B,9.28B,9.98B,10.73B,11.24B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.41,1.55,1.49,1.26,1.30
Inventories,3.39B,3.09B,3.13B,3.48B,3.4B
Finished Goods,1.14B,877M,932M,1.22B,1.16B
Work in Progress,1.37B,1.33B,1.19B,1.24B,1.25B
Raw Materials,874M,889M,1B,1.03B,988M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,4.1B,4.33B,4.99B,4.72B,4.51B
Miscellaneous Current Assets,4.1B,4.33B,4.99B,4.72B,4.51B
Total Current Assets,26B,28.96B,27.93B,26.51B,29.1B
"Net Property, Plant & Equipment",5.16B,5.13B,5.87B,5.08B,4.96B
"Property, Plant & Equipment - Gross",10.82B,10.8B,11.49B,10.88B,10.83B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.66B,5.67B,5.62B,5.8B,5.87B
Total Investments and Advances,338M,340M,318M,260M,377M
Other Long-Term Investments,338M,340M,318M,260M,377M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,111.74B,109.75B,108.33B,106.28B,103.85B
Net Goodwill,32.4B,32.3B,32.38B,32.3B,32.03B
Net Other Intangibles,79.34B,77.46B,-,-,-
Other Assets,4.74B,4.68B,4.08B,5.08B,4.9B
Total Assets,147.97B,148.86B,146.53B,143.21B,143.19B
Total Assets Growth,-,0.60%,-1.56%,-2.26%,-0.02%
