Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,2.75B,2.03B,2.04B,1.25B,1.18B
Cash Growth,-,-26.15%,0.64%,-38.71%,-5.51%
Total Investment Assets,7.89B,9.2B,8.67B,8.22B,7.61B
Investments Growth,-,16.50%,-5.71%,-5.22%,-7.44%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,506.3M,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,1.69B,1.7B,1.88B,2.27B,2.38B
Premium Balance Growth,-,0.52%,10.31%,20.74%,4.82%
"Net Property, Plant & Equipment",495.2M,529M,609.1M,585.3M,608.8M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),26.46B,13.03B,14.53B,14.63B,13.86B
Separate & Variable Account Assets,11.6M,11.5M,11.9M,11.1M,-
Deferred Charges,8.14B,8.55B,8.81B,9.03B,9.36B
Tangible Other Assets,15.07B,1.26B,2.42B,2.33B,1.26B
Intangible Assets,3.24B,3.22B,3.29B,3.26B,3.23B
Total Assets,39.29B,26.49B,27.73B,26.95B,25.63B
Assets - Total - 1 Year Growth,-,-32.57%,4.69%,-2.81%,-4.90%
Return On Average Assets,-,-,-,-,1.96%
