Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,686.88M,1B,442.56M,701.59M,579.89M
Cash & Short Term Investments Growth,-,45.59%,-55.75%,58.53%,-17.35%
Cash Only,686.88M,1B,442.56M,701.59M,579.89M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.23%,1.70%,0.74%,1.17%,1.00%
Total Accounts Receivable,1.44B,1.53B,1.37B,1.22B,1.56B
Total Accounts Receivable Growth,-,6.31%,-10.48%,-11.34%,28.60%
"Accounts Receivables, Net",1.28B,1.37B,1.14B,1.04B,1.32B
"Accounts Receivables, Gross",1.39B,1.47B,1.21B,1.07B,1.35B
Bad Debt/Doubtful Accounts,(109.19M),(96.09M),(68.61M),(31.49M),(25.59M)
Other Receivable,158.26M,159.25M,-,-,-
Accounts Receivable Turnover,1.96,2.19,1.99,2.37,2.17
Inventories,1.15B,1.16B,1.2B,1.21B,1.23B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,1.15B,1.16B,1.2B,1.21B,1.23B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,195.92M,193.08M,156.77M,215.23M,249.66M
Miscellaneous Current Assets,195.92M,193.08M,156.77M,215.23M,249.66M
Total Current Assets,3.47B,3.88B,3.17B,3.34B,3.62B
"Net Property, Plant & Equipment",39.78B,41.54B,42.6B,41.55B,41.57B
"Property, Plant & Equipment - Gross",63.98B,66.05B,67.37B,66.53B,66.59B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,24.2B,24.51B,24.77B,24.98B,25.01B
Total Investments and Advances,5.4B,5.37B,5.67B,5.38B,4.54B
Other Long-Term Investments,5.4B,5.37B,5.67B,5.38B,4.54B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,377.17M,377.17M,377.17M,377.17M,377.17M
Net Goodwill,377.17M,377.17M,377.17M,377.17M,377.17M
Net Other Intangibles,-,-,-,-,-
Other Assets,6.86B,7.62B,7.58B,9.13B,7.62B
Total Assets,55.95B,58.84B,59.45B,59.83B,57.83B
Total Assets Growth,-,5.17%,1.04%,0.64%,-3.35%
