Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,3.06B,2.83B,2.4B,2.73B,2.73B
Cash Growth,-,-7.42%,-15.49%,13.95%,-0.04%
Total Investment Assets,359.48B,355.52B,359.1B,337.72B,314.78B
Investments Growth,-,-1.10%,1.01%,-5.95%,-6.79%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,7.92B,3.49B,2.73B,2.63B,2.57B
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,12.94B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,14.3B,13.59B,12.41B,14.83B,15B
Premium Balance Growth,-,-4.96%,-8.71%,19.49%,1.17%
"Net Property, Plant & Equipment",-,-,2.71B,-,-
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),133.34B,135.71B,133.5B,129.2B,117.6B
Separate & Variable Account Assets,107.31B,105.42B,109.11B,100.85B,86.74B
Deferred Charges,10.72B,10.61B,10.82B,12.92B,14.84B
Tangible Other Assets,15.31B,19.68B,9.52B,15.44B,16.03B
Intangible Assets,-,-,4.06B,-,-
Total Assets,522.81B,520.04B,521.83B,497.91B,464.46B
Assets - Total - 1 Year Growth,-,-0.53%,0.34%,-4.58%,-6.72%
Return On Average Assets,-,-,-,-,1.81%
