Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,12.91B,12.41B,11.31B,11.55B,6.85B
Cash & Short Term Investments Growth,-,-3.82%,-8.89%,2.09%,-40.69%
Cash Only,7.4B,7.12B,6.61B,7.17B,2.68B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,33.29%,30.10%,26.41%,26.06%,14.56%
Total Accounts Receivable,2.95B,3.58B,4.03B,4.08B,3.8B
Total Accounts Receivable Growth,-,21.24%,12.66%,1.29%,-6.86%
"Accounts Receivables, Net",2.95B,3.57B,4.03B,4.08B,3.8B
"Accounts Receivables, Gross",2.95B,3.57B,4.03B,4.08B,3.8B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,11M,-,-,-
Accounts Receivable Turnover,2.73,2.61,2.66,2.73,2.87
Inventories,3.13B,3.23B,3.86B,4.56B,5.42B
Finished Goods,1.48B,1.49B,1.49B,1.79B,2.37B
Work in Progress,1.42B,1.48B,2.13B,2.52B,2.78B
Raw Materials,231M,267M,243M,253M,267M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,701M,854M,1.02B,1.43B,2.93B
Miscellaneous Current Assets,701M,854M,1.02B,1.43B,2.93B
Total Current Assets,19.69B,20.08B,20.22B,21.61B,19B
"Net Property, Plant & Equipment",4.42B,5.07B,4.72B,4.89B,5.04B
"Property, Plant & Equipment - Gross",-,10.97B,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,1.48B,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,5.9B,-,-,-
Total Investments and Advances,-,1.27B,-,-,-
Other Long-Term Investments,-,1.05B,-,-,-
Long-Term Note Receivables,-,107M,-,-,-
Intangible Assets,8.77B,8.7B,8.64B,8.52B,12.67B
Net Goodwill,7.23B,7.25B,7.26B,7.26B,10.72B
Net Other Intangibles,1.54B,1.46B,-,-,-
Other Assets,4.43B,4.43B,7.78B,7.74B,8.53B
Total Assets,38.77B,41.24B,42.82B,44.3B,47.02B
Total Assets Growth,-,6.37%,3.83%,3.46%,6.14%
