Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,5.89B,5.41B,4.26B,4.63B,5.2B
Cash & Short Term Investments Growth,-,-8.07%,-21.36%,8.91%,12.21%
Cash Only,5.89B,5.41B,4.26B,4.63B,5.2B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,25.67%,23.36%,18.60%,21.05%,23.44%
Total Accounts Receivable,2.03B,2.19B,2.95B,2.34B,2.13B
Total Accounts Receivable Growth,-,8.03%,34.67%,-20.80%,-8.98%
"Accounts Receivables, Net",2.03B,2.19B,2.95B,2.34B,2.13B
"Accounts Receivables, Gross",2.11B,2.19B,2.95B,2.34B,2.13B
Bad Debt/Doubtful Accounts,(77M),-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.42,1.39,1.50,1.48,1.43
Inventories,729M,1.14B,1.15B,786M,791M
Finished Goods,729M,1.14B,1.15B,786M,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,105M,137M,159M,158M,162M
Miscellaneous Current Assets,105M,137M,159M,158M,162M
Total Current Assets,8.75B,8.88B,8.51B,7.92B,8.28B
"Net Property, Plant & Equipment",2.18B,2.14B,2.13B,2.1B,2.16B
"Property, Plant & Equipment - Gross",3.91B,-,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.73B,-,-,-,-
Total Investments and Advances,899M,998M,831M,648M,-
Other Long-Term Investments,899M,998M,831M,648M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.59B,6.69B,6.76B,6.74B,6.71B
Net Goodwill,3.44B,3.53B,3.57B,3.56B,3.55B
Net Other Intangibles,3.15B,3.16B,-,-,-
Other Assets,690M,808M,969M,997M,2.07B
Total Assets,22.93B,23.16B,22.88B,22.02B,22.19B
Total Assets Growth,-,1.03%,-1.22%,-3.77%,0.77%
