Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.28B,3.39B,3.41B,3.42B,2.9B
Cash & Short Term Investments Growth,-,3.19%,0.64%,0.46%,-15.25%
Cash Only,893.69M,630.98M,620.81M,635.03M,493.25M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,63.01%,62.28%,59.44%,56.05%,49.82%
Total Accounts Receivable,376.15M,401.63M,540.9M,662.66M,615.02M
Total Accounts Receivable Growth,-,6.77%,34.68%,22.51%,-7.19%
"Accounts Receivables, Net",376.15M,401.63M,540.9M,662.66M,615.02M
"Accounts Receivables, Gross",380.75M,404.73M,545.99M,666.58M,615.02M
Bad Debt/Doubtful Accounts,(4.6M),(3.1M),(5.09M),(3.92M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.88,1.86,1.52,1.32,1.71
Inventories,565.59M,599.99M,696.43M,789.83M,950.91M
Finished Goods,272.14M,263.25M,333.38M,326.41M,390.41M
Work in Progress,-,-,-,-,-
Raw Materials,271.06M,312.42M,316.74M,367.81M,462.4M
Progress Payments & Other,22.39M,24.32M,46.31M,95.61M,98.1M
Other Current Assets,104.96M,135.86M,167.04M,228.78M,261.36M
Miscellaneous Current Assets,86.48M,101.78M,158.06M,228.09M,251.17M
Total Current Assets,4.33B,4.52B,4.81B,5.11B,4.73B
"Net Property, Plant & Equipment",102.86M,144.75M,143.82M,154.06M,153.69M
"Property, Plant & Equipment - Gross",226.25M,272.83M,276.84M,292.4M,297.4M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,43.09M,43.89M,44.08M,44.79M,47.38M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,123.39M,128.08M,133.02M,138.34M,143.71M
Total Investments and Advances,17.88M,22.48M,24.48M,42.88M,42.52M
Other Long-Term Investments,17.88M,22.48M,24.48M,42.88M,42.52M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,296.27M,289.11M,281.95M,322.16M,414.33M
Net Goodwill,188.28M,188.4M,188.4M,216.92M,273.49M
Net Other Intangibles,108M,100.71M,-,-,-
Other Assets,29.2M,28.29M,29.21M,37.56M,42.35M
Total Assets,5.21B,5.44B,5.73B,6.11B,5.82B
Total Assets Growth,-,4.40%,5.46%,6.52%,-4.64%
