Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,24.86B,34.64B,28.41B,38.7B,27.04B
Cash & Short Term Investments Growth,-,39.34%,-17.96%,36.19%,-30.11%
Cash Only,4.75B,7.87B,4.83B,6.22B,4.39B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,16.08%,20.62%,16.87%,21.94%,15.87%
Total Accounts Receivable,7.67B,8.61B,9.63B,7.07B,6.06B
Total Accounts Receivable Growth,-,12.22%,11.86%,-26.56%,-14.29%
"Accounts Receivables, Net",7.46B,8.4B,9.46B,7.07B,6.06B
"Accounts Receivables, Gross",7.46B,8.4B,9.46B,7.07B,6.06B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,213M,211M,-,-,-
Accounts Receivable Turnover,2.56,2.23,2.13,2.59,2.53
Inventories,8.82B,9.8B,10.78B,11.94B,12.17B
Finished Goods,1.84B,2.22B,2.68B,3.41B,4.42B
Work in Progress,5.97B,6.3B,6.66B,6.93B,6.16B
Raw Materials,1.01B,1.27B,1.44B,1.6B,1.59B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,8.03B,8.26B,8.9B,4.86B,5.31B
Miscellaneous Current Assets,8.03B,8.26B,8.9B,4.86B,5.31B
Total Current Assets,49.37B,61.3B,57.72B,62.57B,50.59B
"Net Property, Plant & Equipment",58.17B,59.73B,63.79B,66.72B,71.66B
"Property, Plant & Equipment - Gross",139.72B,143.16B,149.09B,153.81B,160.82B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,81.56B,83.42B,85.29B,87.1B,89.16B
Total Investments and Advances,7.96B,7.98B,7.92B,6.23B,5.97B
Other Long-Term Investments,3.92B,3.99B,3.79B,1.96B,1.5B
Long-Term Note Receivables,-,-,57M,73M,73M
Intangible Assets,34.79B,34.47B,34.23B,33.82B,34.01B
Net Goodwill,26.77B,26.79B,26.96B,27.01B,27.59B
Net Other Intangibles,8.02B,7.68B,-,-,-
Other Assets,4.31B,4.48B,3.81B,6.94B,8.11B
Total Assets,154.6B,167.96B,168.41B,176.36B,170.42B
Total Assets Growth,-,8.65%,0.26%,4.72%,-3.37%
