Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.05B,4.63B,4.89B,5.88B,5.87B
Cash & Short Term Investments Growth,-,14.47%,5.50%,20.20%,-0.15%
Cash Only,4.05B,4.63B,4.89B,5.88B,5.87B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,33.05%,34.76%,33.94%,36.70%,35.72%
Total Accounts Receivable,646.71M,1.18B,1.09B,1.21B,1.46B
Total Accounts Receivable Growth,-,82.81%,-8.16%,11.44%,20.35%
"Accounts Receivables, Net",646.71M,1.18B,1.09B,1.21B,1.46B
"Accounts Receivables, Gross",699.47M,1.24B,1.14B,1.26B,1.51B
Bad Debt/Doubtful Accounts,(52.77M),(53.12M),(50.49M),(50.23M),(55.15M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.89,2.28,2.49,1.49,3.05
Inventories,-,-,33.83M,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,728.91M,739.85M,676.7M,1.03B,1.23B
Miscellaneous Current Assets,50.53M,48.77M,21.8M,62.18M,74.91M
Total Current Assets,5.42B,6.56B,6.68B,8.11B,8.55B
"Net Property, Plant & Equipment",2.43B,2.43B,2.63B,2.74B,2.69B
"Property, Plant & Equipment - Gross",4.13B,4.16B,4.36B,4.46B,4.43B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,912.61M,901.73M,910.58M,885.57M,888.75M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.7B,1.72B,1.73B,1.72B,1.75B
Total Investments and Advances,233.1M,271.3M,293.65M,318.1M,327.5M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,69.37M,-,-
Intangible Assets,3.27B,3.21B,3.99B,3.98B,3.94B
Net Goodwill,2.12B,2.11B,2.59B,2.6B,2.56B
Net Other Intangibles,1.15B,1.1B,-,-,-
Other Assets,888.34M,860.64M,738.13M,863.58M,914.59M
Total Assets,12.25B,13.33B,14.4B,16.01B,16.42B
Total Assets Growth,-,8.86%,8.04%,11.14%,2.59%
