Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,58.47M,83.48M,24.32M,35.37M,91.48M
Cash & Short Term Investments Growth,-,42.78%,-70.86%,45.41%,158.68%
Cash Only,58.47M,83.48M,24.32M,35.37M,91.48M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.64%,3.66%,0.75%,0.91%,2.31%
Total Accounts Receivable,585.57M,476.15M,376.57M,679.93M,756.59M
Total Accounts Receivable Growth,-,-18.69%,-20.91%,80.56%,11.27%
"Accounts Receivables, Net",210.32M,174.99M,150.85M,195.95M,239.64M
"Accounts Receivables, Gross",215.72M,180.39M,156.8M,201.95M,246.14M
Bad Debt/Doubtful Accounts,(5.4M),(5.4M),(5.94M),(6M),(6.5M)
Other Receivable,375.25M,301.16M,-,-,-
Accounts Receivable Turnover,3.05,2.96,2.75,2.08,2.72
Inventories,894.65M,1.04B,1.34B,1.64B,1.58B
Finished Goods,894.65M,1.04B,1.34B,1.64B,1.58B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,18.72M,23.37M,29.09M,42.31M,43.32M
Miscellaneous Current Assets,18.72M,23.37M,7.2M,42.31M,43.32M
Total Current Assets,1.56B,1.63B,1.77B,2.4B,2.47B
"Net Property, Plant & Equipment",332.73M,332.35M,420.67M,440.79M,443.05M
"Property, Plant & Equipment - Gross",-,-,611.91M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,32.2M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,191.24M,-,-
Total Investments and Advances,1.29M,1.24M,1.23M,1.18M,1.18M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,295.63M,293.37M,1B,999.2M,1B
Net Goodwill,283.28M,281.3M,688.36M,688.35M,692.97M
Net Other Intangibles,12.35M,12.07M,-,-,-
Other Assets,26.98M,28.88M,37.97M,42.21M,45.04M
Total Assets,2.21B,2.28B,3.23B,3.88B,3.96B
Total Assets Growth,-,3.08%,41.53%,20.19%,2.06%
