Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,631.62M,449.3M,362.11M,191.55M,253.9M
Cash & Short Term Investments Growth,-,-28.86%,-19.41%,-47.10%,32.56%
Cash Only,631.62M,449.3M,362.11M,191.55M,253.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.29%,3.81%,2.92%,1.63%,2.10%
Total Accounts Receivable,386.32M,393.77M,385.67M,404.37M,453.78M
Total Accounts Receivable Growth,-,1.93%,-2.05%,4.85%,12.22%
"Accounts Receivables, Net",273.15M,282.88M,272.56M,305.36M,330.67M
"Accounts Receivables, Gross",285.44M,294.8M,284.43M,305.36M,330.67M
Bad Debt/Doubtful Accounts,(12.3M),(11.92M),(11.87M),-,-
Other Receivable,113.17M,110.88M,-,-,-
Accounts Receivable Turnover,8.97,8.84,8.53,8.15,8.09
Inventories,3.65B,3.65B,3.69B,3.85B,4.01B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,72.99M,72.15M,70.09M,81.58M,86.8M
Miscellaneous Current Assets,72.99M,72.15M,70.09M,81.58M,86.8M
Total Current Assets,4.74B,4.56B,4.5B,4.52B,4.8B
"Net Property, Plant & Equipment",6.19B,6.21B,6.2B,6.21B,6.25B
"Property, Plant & Equipment - Gross",8.8B,8.89B,8.93B,9.02B,9.13B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.6B,2.67B,2.73B,2.81B,2.88B
Total Investments and Advances,49.82M,50.01M,52.46M,53.37M,47.47M
Other Long-Term Investments,49.82M,50.01M,52.46M,53.37M,47.47M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,881.21M,878.87M,928.54M,881.77M,881.3M
Net Goodwill,881.21M,878.87M,879.34M,881.77M,881.3M
Net Other Intangibles,-,-,-,-,-
Other Assets,87.48M,85.49M,37.46M,89.22M,90.7M
Total Assets,11.95B,11.79B,12.39B,11.76B,12.07B
Total Assets Growth,-,-1.34%,5.12%,-5.10%,2.61%
