Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,138.07M,96.33M,92.16M,127.63M,172.26M
Cash Growth,-,-30.24%,-4.32%,38.48%,34.97%
Total Investment Assets,22.75B,22.57B,23.09B,20.72B,18.79B
Investments Growth,-,-0.80%,2.27%,-10.26%,-9.29%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,980.08M,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,-,-,-,-,-
Premium Balance Growth,-,-,-,-,-
"Net Property, Plant & Equipment",-,-,378M,-,-
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),6.69B,6.83B,6.21B,7B,7.08B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,4.74B,4.84B,4.91B,5B,5.08B
Tangible Other Assets,1.5B,1.51B,815.38M,1.52B,1.51B
Intangible Assets,441.59M,481.79M,481.79M,481.79M,481.79M
Total Assets,29.58B,29.5B,29.77B,27.85B,26.04B
Assets - Total - 1 Year Growth,-,-0.28%,0.92%,-6.44%,-6.49%
Return On Average Assets,-,-,-,-,2.53%
