Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,15.4B,13.36B,11.48B,10.13B,10.92B
Cash & Short Term Investments Growth,-,-13.23%,-14.08%,-11.82%,7.89%
Cash Only,10.53B,8.95B,8.1B,7.88B,9.38B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.45%,18.36%,14.40%,13.73%,14.60%
Total Accounts Receivable,2.26B,2.18B,2.4B,3.04B,3.09B
Total Accounts Receivable Growth,-,-3.32%,10.12%,26.41%,1.78%
"Accounts Receivables, Net",2.26B,2.18B,2.4B,3.04B,3.09B
"Accounts Receivables, Gross",2.34B,2.26B,2.45B,3.08B,3.13B
Bad Debt/Doubtful Accounts,(80M),(78M),(50M),(40M),(41M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.16,4.19,3.94,3.08,4.47
Inventories,1.01B,1.01B,1.1B,1.29B,1.73B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,1.01B,1.01B,1.1B,1.29B,1.73B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1B,912M,956M,1.26B,1.56B
Miscellaneous Current Assets,1B,912M,956M,1.26B,1.56B
Total Current Assets,19.67B,17.47B,15.94B,15.72B,17.31B
"Net Property, Plant & Equipment",33.16B,33.64B,35.99B,37.44B,37.71B
"Property, Plant & Equipment - Gross",51.64B,52.34B,54.66B,56.58B,57.05B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,3.39B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,18.48B,18.69B,18.67B,19.14B,19.34B
Total Investments and Advances,3.07B,2.63B,2.19B,2.26B,1.95B
Other Long-Term Investments,2.82B,2.37B,1.93B,1.57B,1.27B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,15.76B,15.76B,15.75B,15.75B,15.75B
Net Goodwill,9.75B,9.75B,9.75B,9.75B,9.75B
Net Other Intangibles,6.01B,6B,-,-,-
Other Assets,1.49B,1.47B,1.3B,1.04B,867M
Total Assets,75.31B,72.78B,79.75B,73.75B,74.81B
Total Assets Growth,-,-3.35%,9.57%,-7.53%,1.43%
