Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.97B,1.28B,1.42B,679.32M,842.3M
Cash & Short Term Investments Growth,-,-34.85%,10.65%,-52.21%,23.99%
Cash Only,1.97B,1.28B,1.42B,679.32M,842.3M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,41.16%,24.98%,25.81%,14.48%,17.43%
Total Accounts Receivable,488.57M,496.73M,664.51M,592.33M,586.82M
Total Accounts Receivable Growth,-,1.67%,33.78%,-10.86%,-0.93%
"Accounts Receivables, Net",488.57M,496.73M,664.51M,592.33M,586.82M
"Accounts Receivables, Gross",490.29M,499.37M,666.85M,594.84M,589.28M
Bad Debt/Doubtful Accounts,(1.72M),(2.64M),(2.34M),(2.52M),(2.47M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.02,1.04,0.83,0.95,0.94
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,97.97M,65.96M,57.45M,60.78M,59.97M
Miscellaneous Current Assets,40.33M,49.38M,51.5M,47.73M,44.07M
Total Current Assets,2.56B,1.85B,2.14B,1.33B,1.49B
"Net Property, Plant & Equipment",217.5M,224.37M,211.3M,199.05M,187.51M
"Property, Plant & Equipment - Gross",403.85M,412.28M,397.34M,389.89M,381.94M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,183.89M,183.69M,179.56M,180.6M,180.39M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,186.34M,187.91M,186.04M,190.84M,194.43M
Total Investments and Advances,187.45M,186.5M,218.76M,218.13M,216.55M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.78B,2.83B,2.83B,2.82B,2.81B
Net Goodwill,1.57B,2.23B,2.24B,2.24B,2.23B
Net Other Intangibles,208.47M,597.64M,-,-,-
Other Assets,24.8M,27.67M,63.39M,68.36M,68.47M
Total Assets,4.79B,5.14B,5.51B,4.69B,4.83B
Total Assets Growth,-,7.34%,7.08%,-14.80%,3.02%
