Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,2.39B,2.61B,2.61B,1.96B,1.57B
Cash Growth,-,9.42%,-0.08%,-24.96%,-20.05%
Total Investment Assets,155.12B,155.53B,153.63B,144.62B,135.25B
Investments Growth,-,0.26%,-1.22%,-5.86%,-6.49%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,9.73B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,583M,584M,580M,671M,656M
Premium Balance Growth,-,0.17%,-0.68%,15.69%,-2.24%
"Net Property, Plant & Equipment",-,-,147M,-,-
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),206.08B,202.6B,210.04B,198.63B,178.39B
Separate & Variable Account Assets,178.8B,175.67B,182.58B,168.88B,145.79B
Deferred Charges,-,-,6.32B,-,-
Tangible Other Assets,25.51B,25.16B,18.79B,27.97B,30.82B
Intangible Assets,1.78B,1.78B,2.34B,1.78B,1.78B
Total Assets,364.17B,361.32B,371.28B,345.89B,315.86B
Assets - Total - 1 Year Growth,-,-0.78%,2.76%,-6.84%,-8.68%
Return On Average Assets,-,-,-,-,0.39%
