Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,80.62B,83.94B,81.8B,7.57B,8.58B
Cash & Due from Banks Growth,-,4.12%,-2.55%,-90.74%,13.34%
Investments - Total,139.51B,138.96B,146.6B,194.98B,174.03B
Investments Growth,-,-0.40%,5.50%,33.00%,-10.74%
Trading Account Securities,1.83B,1.88B,1.85B,2.4B,2.23B
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,11.14B,11.47B,11.79B,60.17B,39.07B
Net Loans,288.97B,284.88B,283.5B,289.9B,306.34B
Gross Loans - Net of Unearned Income,294.7B,290.23B,-,-,-
Commercial & Industrial Loans,155.3B,152.74B,152.93B,157.87B,171.83B
Consumer & Installment Loans,33.04B,32.35B,31.52B,30.45B,29.87B
Real Estate Mortgage Loans,62.02B,62.69B,63.77B,65.75B,68.41B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(5.73B),(5.36B),(4.87B),(4.56B),(4.46B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-1.42%,-0.48%,2.26%,5.67%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",-,-,10.51B,-,-
Other Assets (Including Intangibles),41.28B,41.41B,29.5B,43.94B,46.51B
Other Assets,30.32B,30.53B,18.58B,33.03B,35.6B
Intangible Assets,10.96B,10.89B,10.92B,10.92B,10.92B
Interest Receivables,-,284M,1.02B,1.01B,962M
Total Assets,554.21B,553.52B,559.94B,541.25B,540.79B
Assets - Total Growth,-,-0.13%,1.16%,-3.34%,-0.08%
Return On Average Assets,-,-,-,-,1.10%
