Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,970M,485M,580M,681M,1.16B
Cash & Short Term Investments Growth,-,-50.00%,19.59%,17.41%,70.63%
Cash Only,970M,485M,580M,681M,1.16B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.45%,2.83%,3.41%,3.79%,6.35%
Total Accounts Receivable,1.01B,1.07B,1.14B,1.44B,1.51B
Total Accounts Receivable Growth,-,5.95%,6.93%,26.36%,4.78%
"Accounts Receivables, Net",1.01B,1.07B,1.14B,1.44B,1.51B
"Accounts Receivables, Gross",1.03B,1.09B,1.16B,1.46B,1.51B
Bad Debt/Doubtful Accounts,(19M),(19M),(15M),(15M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.24,1.35,1.52,1.22,1.43
Inventories,78M,77M,77M,78M,93M
Finished Goods,12M,13M,8M,13M,15M
Work in Progress,-,-,-,-,-
Raw Materials,66M,64M,69M,65M,78M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,19M,25M,22M,28M,41M
Miscellaneous Current Assets,19M,25M,22M,28M,41M
Total Current Assets,2.08B,1.66B,1.82B,2.23B,2.81B
"Net Property, Plant & Equipment",15.11B,14.84B,14.56B,14.56B,14.5B
"Property, Plant & Equipment - Gross",36.48B,36.76B,36.97B,37.31B,37.62B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,21.36B,21.91B,22.41B,22.75B,23.12B
Total Investments and Advances,521M,559M,477M,532M,540M
Other Long-Term Investments,63M,70M,27M,10M,12M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,93M,104M,138M,107M,111M
Total Assets,17.8B,17.16B,16.99B,17.98B,18.29B
Total Assets Growth,-,-3.59%,-0.97%,5.81%,1.70%
