Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.45B,56M,35M,156M,82M
Cash & Short Term Investments Growth,-,-98.38%,-37.50%,345.71%,-47.44%
Cash Only,3.45B,56M,35M,156M,82M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.95%,0.14%,0.09%,0.39%,0.20%
Total Accounts Receivable,1.71B,1.69B,1.83B,1.81B,2.16B
Total Accounts Receivable Growth,-,-0.88%,8.16%,-0.98%,19.09%
"Accounts Receivables, Net",1.55B,1.52B,1.7B,1.63B,1.87B
"Accounts Receivables, Gross",1.67B,1.62B,1.79B,1.73B,1.97B
Bad Debt/Doubtful Accounts,(115M),(102M),(92M),(100M),(102M)
Other Receivable,157M,170M,-,-,-
Accounts Receivable Turnover,1.94,2.28,2.45,2.66,2.23
Inventories,766M,915M,858M,729M,855M
Finished Goods,297M,398M,368M,226M,356M
Work in Progress,-,-,-,-,-
Raw Materials,469M,517M,490M,503M,499M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,479M,831M,594M,913M,998M
Miscellaneous Current Assets,479M,831M,594M,913M,998M
Total Current Assets,6.4B,3.49B,3.32B,3.61B,4.09B
"Net Property, Plant & Equipment",29.28B,26.26B,27.04B,27.36B,27.83B
"Property, Plant & Equipment - Gross",39.62B,36.23B,37.18B,37.7B,38.01B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,10.35B,9.98B,10.14B,10.34B,10.18B
Total Investments and Advances,4.12B,2.46B,2.54B,2.47B,2.27B
Other Long-Term Investments,2.26B,2.28B,2.36B,2.3B,2.1B
Long-Term Note Receivables,312M,304M,310M,319M,322M
Intangible Assets,4.76B,2.17B,2.17B,2.17B,2.16B
Net Goodwill,2.47B,1.99B,1.99B,1.99B,1.99B
Net Other Intangibles,2.3B,181M,-,-,-
Other Assets,4.76B,4.75B,4.34B,4.43B,4.64B
Total Assets,49.64B,39.44B,39.72B,40.36B,41.31B
Total Assets Growth,-,-20.55%,0.72%,1.61%,2.36%
