Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,453.5M,456.4M,473M,488M,501M
Cash & Short Term Investments Growth,-,0.64%,3.64%,3.17%,2.66%
Cash Only,453.5M,456.4M,473M,488M,501M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.45%,2.49%,2.56%,2.65%,2.73%
Total Accounts Receivable,1.45B,1.37B,1.48B,1.38B,1.42B
Total Accounts Receivable Growth,-,-5.89%,8.05%,-6.43%,2.89%
"Accounts Receivables, Net",1.45B,1.37B,1.48B,1.38B,1.42B
"Accounts Receivables, Gross",1.45B,1.37B,1.51B,1.38B,1.42B
Bad Debt/Doubtful Accounts,-,-,(32M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.39,1.39,1.40,1.39,1.44
Inventories,1.66B,1.69B,1.69B,1.83B,1.92B
Finished Goods,635.8M,622.1M,616M,619M,609M
Work in Progress,314.5M,342M,316M,393M,427M
Raw Materials,710.9M,725.5M,757M,816M,882M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,240.9M,247.1M,193M,213M,205M
Miscellaneous Current Assets,240.9M,247.1M,193M,213M,205M
Total Current Assets,3.81B,3.76B,3.83B,3.91B,4.05B
"Net Property, Plant & Equipment",1.54B,1.51B,1.5B,1.47B,1.43B
"Property, Plant & Equipment - Gross",-,-,2.4B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,906M,-,-
Total Investments and Advances,-,-,96M,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,113.5M,149.4M,153M,184M,190M
Intangible Assets,12.53B,12.38B,12.29B,12.2B,11.99B
Net Goodwill,8.65B,8.6B,8.59B,8.57B,8.46B
Net Other Intangibles,3.88B,3.78B,-,-,-
Other Assets,517.2M,548.9M,584M,676M,679M
Total Assets,18.51B,18.35B,18.45B,18.44B,18.33B
Total Assets Growth,-,-0.87%,0.56%,-0.09%,-0.57%
