Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,4.92B,4.8B,4.5B,4.63B,5.04B
Cash & Short Term Investments Growth,-,-2.44%,-6.25%,2.80%,9.01%
Cash Only,4.92B,4.8B,4.5B,4.63B,5.04B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.09%,11.54%,10.90%,11.08%,12.31%
Total Accounts Receivable,4.45B,4.18B,3.94B,4.42B,4.59B
Total Accounts Receivable Growth,-,-5.92%,-5.79%,12.13%,3.96%
"Accounts Receivables, Net",3.54B,3.38B,3.12B,3.65B,3.82B
"Accounts Receivables, Gross",3.59B,3.45B,3.19B,3.68B,3.86B
Bad Debt/Doubtful Accounts,(57M),(69M),(70M),(32M),(36M)
Other Receivable,909M,803M,-,-,-
Accounts Receivable Turnover,1.70,1.94,2.05,1.75,1.69
Inventories,8.69B,8.17B,8.72B,8.68B,7.55B
Finished Goods,4.82B,4.54B,5.43B,4.7B,4.12B
Work in Progress,-,-,-,-,-
Raw Materials,3.87B,3.64B,3.29B,3.99B,3.43B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,688M,691M,557M,996M,1.19B
Miscellaneous Current Assets,688M,691M,557M,996M,1.19B
Total Current Assets,18.74B,17.85B,17.72B,18.72B,18.38B
"Net Property, Plant & Equipment",5.98B,6.06B,6.69B,6B,5.97B
"Property, Plant & Equipment - Gross",14.62B,14.91B,15.26B,14.56B,14.56B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,8.64B,8.85B,8.56B,8.56B,8.59B
Total Investments and Advances,4.63B,4.64B,4.49B,4.38B,4.63B
Other Long-Term Investments,-,12M,22M,63M,301M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,7.8B,9.71B,9.5B,9.42B,8.97B
Net Goodwill,5.84B,6.81B,6.68B,6.63B,6.32B
Net Other Intangibles,1.96B,2.89B,-,-,-
Other Assets,2.42B,2.26B,2B,2.52B,2.3B
Total Assets,40.69B,41.59B,41.29B,41.73B,40.96B
Total Assets Growth,-,2.22%,-0.72%,1.07%,-1.85%
