Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.95B,3.14B,1.6B,2.91B,2.22B
Cash & Short Term Investments Growth,-,6.41%,-48.93%,81.35%,-23.53%
Cash Only,2.95B,3.14B,1.6B,2.91B,2.22B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.76%,6.11%,3.20%,5.71%,4.40%
Total Accounts Receivable,11.18B,11.38B,11.54B,10.9B,11.03B
Total Accounts Receivable Growth,-,1.81%,1.40%,-5.51%,1.18%
"Accounts Receivables, Net",11.18B,11.38B,11.54B,10.9B,11.03B
"Accounts Receivables, Gross",11.18B,11.38B,11.54B,10.9B,11.03B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.82,0.84,0.89,0.86,0.83
Inventories,5.8B,5.65B,5.34B,5.55B,6.16B
Finished Goods,230M,125M,35M,38M,156M
Work in Progress,3.99B,3.92B,3.65B,3.87B,4.29B
Raw Materials,1.59B,1.61B,1.65B,1.65B,1.72B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.65B,1.52B,1.51B,1.44B,1.17B
Miscellaneous Current Assets,1.65B,1.52B,1.51B,1.44B,1.17B
Total Current Assets,21.58B,21.69B,19.99B,20.79B,20.58B
"Net Property, Plant & Equipment",5.14B,5.2B,6.67B,5.45B,5.48B
"Property, Plant & Equipment - Gross",10.95B,11.1B,12.72B,11.63B,11.73B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.81B,5.91B,6.05B,6.18B,6.25B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,22.02B,22.11B,22.08B,22.04B,21.87B
Net Goodwill,20.02B,20.09B,20.1B,20.11B,20B
Net Other Intangibles,2B,2.02B,-,-,-
Other Assets,2.44B,2.38B,1.3B,2.55B,2.51B
Total Assets,51.18B,51.37B,50.07B,50.88B,50.48B
Total Assets Growth,-,0.37%,-2.52%,1.60%,-0.78%
