Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.66B,3.27B,3.49B,3.14B,2.65B
Cash & Short Term Investments Growth,-,-10.50%,6.44%,-10.04%,-15.41%
Cash Only,3.66B,3.27B,3.49B,3.14B,2.65B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,26.00%,23.89%,25.07%,22.62%,19.26%
Total Accounts Receivable,1.17B,1.15B,1.13B,1.22B,1.29B
Total Accounts Receivable Growth,-,-1.54%,-1.65%,7.86%,5.65%
"Accounts Receivables, Net",1.17B,1.15B,1.13B,1.22B,1.29B
"Accounts Receivables, Gross",1.19B,1.17B,1.15B,1.25B,1.32B
Bad Debt/Doubtful Accounts,(18M),(17M),(17M),(25M),(24M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.66,1.73,1.74,1.63,1.59
Inventories,1.8B,1.88B,1.92B,2.06B,2.21B
Finished Goods,844M,886M,888M,920M,971M
Work in Progress,657M,675M,696M,764M,791M
Raw Materials,301M,314M,339M,373M,443M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,418M,381M,389M,423M,503M
Miscellaneous Current Assets,418M,381M,389M,423M,503M
Total Current Assets,7.05B,6.68B,6.93B,6.84B,6.65B
"Net Property, Plant & Equipment",2.46B,2.53B,2.6B,2.68B,2.75B
"Property, Plant & Equipment - Gross",4.53B,4.64B,4.68B,4.82B,4.95B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.06B,2.11B,2.07B,2.14B,2.19B
Total Investments and Advances,15M,27M,33M,20M,30M
Other Long-Term Investments,15M,27M,33M,20M,30M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.36B,4.28B,4.16B,4.12B,4.11B
Net Goodwill,2.72B,2.7B,2.68B,2.69B,2.72B
Net Other Intangibles,1.64B,1.57B,-,-,-
Other Assets,82M,85M,78M,109M,117M
Total Assets,14.07B,13.71B,13.9B,13.86B,13.77B
Total Assets Growth,-,-2.59%,1.42%,-0.29%,-0.65%
