Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.24B,1.3B,1.24B,1.3B,1.33B
Cash & Short Term Investments Growth,-,4.82%,-4.69%,4.69%,2.68%
Cash Only,1.21B,1.27B,1.2B,1.25B,1.22B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.53%,8.73%,8.46%,8.74%,8.90%
Total Accounts Receivable,2.07B,2.2B,2.45B,2.42B,2.57B
Total Accounts Receivable Growth,-,6.35%,11.35%,-1.33%,6.17%
"Accounts Receivables, Net",2.07B,2.2B,2.45B,2.42B,2.57B
"Accounts Receivables, Gross",2.12B,2.25B,2.5B,2.47B,2.62B
Bad Debt/Doubtful Accounts,(43.9M),(44.5M),(43.5M),(47.2M),(47.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.28,1.28,1.23,1.22,1.22
Inventories,1.77B,1.95B,1.89B,1.99B,2.04B
Finished Goods,519.7M,602.3M,564.2M,559.4M,577.3M
Work in Progress,509.1M,535M,511.5M,562.4M,574.4M
Raw Materials,742.6M,815.2M,818.4M,867.9M,892M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.4B,1.46B,367.9M,397.3M,361.3M
Miscellaneous Current Assets,1.4B,1.46B,367.9M,397.3M,361.3M
Total Current Assets,6.49B,6.92B,5.96B,6.11B,6.31B
"Net Property, Plant & Equipment",1.17B,1.18B,1.42B,1.18B,1.16B
"Property, Plant & Equipment - Gross",3.01B,3.06B,3.38B,3.18B,3.15B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.84B,1.88B,1.96B,2.01B,1.99B
Total Investments and Advances,-,-,-,-,52.7M
Other Long-Term Investments,-,-,-,-,52.7M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.51B,6.44B,7.13B,7.09B,7.03B
Net Goodwill,5.89B,5.84B,6.38B,6.35B,6.28B
Net Other Intangibles,620.8M,603.6M,-,-,-
Other Assets,386.1M,387.9M,75.3M,502.4M,441.1M
Total Assets,14.56B,14.93B,14.68B,14.87B,14.99B
Total Assets Growth,-,2.52%,-1.66%,1.33%,0.76%
