Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,33B,26.78B,31.61B,29.38B,29.34B
Cash & Short Term Investments Growth,-,-18.85%,18.03%,-7.05%,-0.14%
Cash Only,26.79B,20.21B,23B,19.48B,19.22B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,13.65%,11.23%,12.92%,11.68%,11.57%
Total Accounts Receivable,32.61B,33.18B,34.04B,40.39B,40.9B
Total Accounts Receivable Growth,-,1.76%,2.59%,18.63%,1.26%
"Accounts Receivables, Net",32.61B,33.18B,34.04B,40.39B,40.9B
"Accounts Receivables, Gross",32.61B,33.18B,34.94B,41.35B,41.89B
Bad Debt/Doubtful Accounts,-,-,(895M),(966M),(996M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.05,0.81,0.99,0.89,0.87
Inventories,13.1B,14.53B,12.99B,14.84B,16.86B
Finished Goods,4.98B,4.48B,4.75B,6.14B,6.16B
Work in Progress,-,-,-,-,-
Raw Materials,8.12B,10.06B,8.24B,8.7B,10.7B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.89B,3.29B,3.46B,3.99B,4B
Miscellaneous Current Assets,3.89B,3.29B,3.46B,3.99B,4B
Total Current Assets,82.61B,77.79B,82.1B,88.59B,91.09B
"Net Property, Plant & Equipment",79.42B,79.29B,80.14B,78.29B,77.25B
"Property, Plant & Equipment - Gross",-,-,111.43B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,31.29B,-,-
Total Investments and Advances,9.45B,10.68B,10.22B,10.91B,10.23B
Other Long-Term Investments,572M,1.44B,540M,503M,496M
Long-Term Note Receivables,35.51B,34.65B,36.17B,36.41B,38.23B
Intangible Assets,5.17B,5.13B,5.09B,5.06B,5.01B
Net Goodwill,-,-,1.91B,-,-
Net Other Intangibles,5.17B,5.13B,-,-,-
Other Assets,7.24B,8.78B,9.85B,10.95B,10.67B
Total Assets,241.8B,238.56B,244.72B,251.49B,253.52B
Total Assets Growth,-,-1.34%,2.58%,2.77%,0.81%
