Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,395M,440M,286M,313M,323M
Cash & Short Term Investments Growth,-,11.39%,-35.00%,9.44%,3.19%
Cash Only,395M,440M,286M,313M,323M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.17%,2.39%,1.57%,1.68%,1.71%
Total Accounts Receivable,1.66B,1.68B,1.49B,1.69B,1.88B
Total Accounts Receivable Growth,-,1.27%,-11.37%,13.30%,11.68%
"Accounts Receivables, Net",1.38B,1.42B,1.23B,1.41B,1.53B
"Accounts Receivables, Gross",1.41B,1.44B,1.24B,1.42B,1.54B
Bad Debt/Doubtful Accounts,(23M),(17M),(15M),(16M),(15M)
Other Receivable,275M,256M,-,-,-
Accounts Receivable Turnover,2.14,2.16,2.30,2.18,2.05
Inventories,1.37B,1.38B,1.4B,1.56B,1.68B
Finished Goods,1.01B,1B,1.02B,1.13B,1.24B
Work in Progress,-,-,-,-,-
Raw Materials,358M,374M,383M,433M,434M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,328M,301M,221M,257M,376M
Miscellaneous Current Assets,328M,301M,221M,257M,376M
Total Current Assets,3.75B,3.8B,3.39B,3.82B,4.26B
"Net Property, Plant & Equipment",4.33B,4.4B,4.47B,4.45B,4.3B
"Property, Plant & Equipment - Gross",-,-,10.5B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,594M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,6.03B,-,-
Total Investments and Advances,460M,496M,452M,461M,589M
Other Long-Term Investments,66M,73M,28M,36M,163M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,8.24B,8.24B,8.18B,8.19B,8.1B
Net Goodwill,5.78B,5.79B,5.77B,5.78B,5.74B
Net Other Intangibles,2.45B,2.44B,-,-,-
Other Assets,1.44B,1.47B,1.47B,1.69B,1.68B
Total Assets,18.21B,18.41B,18.18B,18.61B,18.94B
Total Assets Growth,-,1.07%,-1.24%,2.39%,1.75%
