Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.05B,2.96B,3.8B,3.75B,4.8B
Cash & Short Term Investments Growth,-,-3.14%,28.68%,-1.34%,27.89%
Cash Only,1.74B,1.54B,2.26B,1.75B,2.65B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.47%,12.41%,15.93%,15.89%,19.13%
Total Accounts Receivable,2.11B,2.12B,1.96B,2.02B,2B
Total Accounts Receivable Growth,-,0.61%,-7.60%,3.04%,-0.89%
"Accounts Receivables, Net",2.11B,2.12B,1.96B,2.02B,2B
"Accounts Receivables, Gross",2.11B,2.12B,1.96B,2.02B,2B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.25,1.25,1.32,1.17,1.20
Inventories,1.25B,1.35B,1.35B,1.22B,1.29B
Finished Goods,203.8M,201.1M,187.9M,205.3M,209.9M
Work in Progress,723M,780.8M,814M,655.6M,706.3M
Raw Materials,328M,366M,349.6M,354.5M,378M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,767.9M,736.3M,740.8M,927.4M,1.65B
Miscellaneous Current Assets,767.9M,736.3M,740.8M,927.4M,1.65B
Total Current Assets,7.18B,7.16B,7.86B,7.92B,9.74B
"Net Property, Plant & Equipment",3.84B,3.8B,3.79B,3.73B,3.68B
"Property, Plant & Equipment - Gross",5.73B,5.74B,5.8B,5.81B,5.81B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,971.6M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.88B,1.94B,2.01B,2.08B,2.13B
Total Investments and Advances,3.18B,2.79B,2.6B,2.51B,1.96B
Other Long-Term Investments,2.57B,2.2B,2B,1.92B,1.96B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,8.15B,8.05B,7.98B,7.91B,7.82B
Net Goodwill,5.76B,5.76B,5.76B,5.76B,5.75B
Net Other Intangibles,2.39B,2.29B,-,-,-
Other Assets,260.1M,198.4M,229.3M,260M,640.1M
Total Assets,24.47B,23.81B,23.88B,23.61B,25.08B
Total Assets Growth,-,-2.71%,0.30%,-1.10%,6.21%
