Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,25.04B,18.96B,20.05B,23.49B,20.55B
Cash Growth,-,-24.29%,5.76%,17.16%,-12.52%
Total Investment Assets,478.29B,482.8B,481.78B,457.72B,425.01B
Investments Growth,-,0.94%,-0.21%,-4.99%,-7.15%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,11.9B,12.18B,12.22B,12.38B,12.38B
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,31.61B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,18.24B,17.82B,17.15B,17.93B,17.77B
Premium Balance Growth,-,-2.30%,-3.74%,4.53%,-0.88%
"Net Property, Plant & Equipment",-,-,2.7B,-,-
Investment in Unconsolidated Subs.,777M,828M,901M,1.14B,1.14B
Other Assets (Including Intangibles),250.91B,241.27B,236.94B,224.01B,198.43B
Separate & Variable Account Assets,202.12B,193.01B,192.02B,176.47B,153.7B
Deferred Charges,-,-,6M,-,-
Tangible Other Assets,39.02B,38.62B,31.39B,38.02B,35.57B
Intangible Assets,9.77B,9.64B,13.54B,9.51B,9.15B
Total Assets,773.25B,761.66B,759.71B,724.28B,662.89B
Assets - Total - 1 Year Growth,-,-1.50%,-0.26%,-4.66%,-8.48%
Return On Average Assets,-,-,-,-,0.84%
