Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,337.8M,352.5M,351.5M,3.24B,2.88B
Cash & Short Term Investments Growth,-,4.35%,-0.28%,821.05%,-11.07%
Cash Only,337.8M,352.5M,351.5M,3.24B,2.88B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.42%,1.49%,1.48%,12.63%,11.36%
Total Accounts Receivable,1.11B,878.5M,962.4M,884.5M,755.1M
Total Accounts Receivable Growth,-,-20.68%,9.55%,-8.09%,-14.63%
"Accounts Receivables, Net",1.08B,851.9M,934.7M,865.3M,733.9M
"Accounts Receivables, Gross",1.08B,851.9M,954.4M,865.3M,733.9M
Bad Debt/Doubtful Accounts,-,-,(19.7M),-,-
Other Receivable,28M,26.6M,-,-,-
Accounts Receivable Turnover,1.43,1.67,1.57,1.73,1.74
Inventories,212.7M,174.4M,176.1M,202.7M,92.5M
Finished Goods,84.4M,77.1M,69.3M,72.1M,28.9M
Work in Progress,31.4M,27.6M,30.2M,36M,24.9M
Raw Materials,138.7M,105.9M,112.7M,131.5M,45.1M
Progress Payments & Other,(41.8M),(36.2M),(36.1M),(36.9M),(6.4M)
Other Current Assets,138.7M,969.8M,906.9M,160.9M,1.27B
Miscellaneous Current Assets,138.7M,969.8M,906.9M,160.9M,1.27B
Total Current Assets,1.8B,2.38B,2.4B,4.49B,4.99B
"Net Property, Plant & Equipment",125.3M,105.6M,323.8M,98.9M,77.3M
"Property, Plant & Equipment - Gross",-,-,660M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,194.9M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,336.2M,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,21.37B,20.74B,20.68B,20.55B,19.87B
Net Goodwill,14.43B,13.99B,14.09B,14.09B,13.57B
Net Other Intangibles,6.94B,6.75B,-,-,-
Other Assets,440.6M,408.6M,209.1M,400.9M,367.4M
Total Assets,23.83B,23.73B,23.71B,25.64B,25.35B
Total Assets Growth,-,-0.44%,-0.06%,8.10%,-1.11%
