Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.07B,1.79B,704.8M,709.9M,749.6M
Cash & Short Term Investments Growth,-,66.79%,-60.65%,0.72%,5.59%
Cash Only,972.2M,1.7B,618.7M,628.6M,667.3M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,13.99%,20.75%,8.79%,8.72%,8.99%
Total Accounts Receivable,981.4M,1.08B,1.08B,1.14B,1.21B
Total Accounts Receivable Growth,-,9.85%,0.03%,5.78%,6.25%
"Accounts Receivables, Net",981.4M,1.07B,1.07B,1.14B,1.21B
"Accounts Receivables, Gross",995.1M,1.08B,1.09B,1.16B,1.23B
Bad Debt/Doubtful Accounts,(13.7M),(15.1M),(14.3M),(20M),(21.3M)
Other Receivable,-,11.4M,-,-,-
Accounts Receivable Turnover,1.92,1.86,1.89,1.87,1.85
Inventories,827.2M,880.1M,902.5M,941.2M,954.2M
Finished Goods,180.8M,190.6M,201M,201.1M,211.1M
Work in Progress,15.2M,16.1M,16.2M,16.7M,19M
Raw Materials,631.2M,673.4M,685.3M,723.4M,724.1M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,78.6M,55.4M,47M,77.6M,74.6M
Miscellaneous Current Assets,78.6M,55.4M,47M,77.6M,74.6M
Total Current Assets,2.96B,3.8B,2.73B,2.87B,2.99B
"Net Property, Plant & Equipment",3.47B,3.59B,3.77B,3.94B,4.04B
"Property, Plant & Equipment - Gross",7.71B,7.88B,8.11B,8.36B,8.53B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.23B,4.29B,4.34B,4.42B,4.49B
Total Investments and Advances,49.9M,57.8M,60M,68.5M,61.2M
Other Long-Term Investments,49.9M,57.8M,60M,68.5M,61.2M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.14B,1.13B,1.23B,1.22B,1.21B
Net Goodwill,863.5M,863.5M,923.5M,923.1M,922.5M
Net Other Intangibles,277M,267.7M,-,-,-
Other Assets,48.6M,45.8M,44.9M,43.5M,42.5M
Total Assets,7.67B,8.63B,8.02B,8.14B,8.34B
Total Assets Growth,-,12.47%,-7.05%,1.44%,2.49%
