Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.17B,8.41B,7.56B,10.77B,7.78B
Cash & Short Term Investments Growth,-,2.96%,-10.11%,42.52%,-27.78%
Cash Only,7.57B,7.81B,6.96B,10.22B,7.25B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.56%,5.83%,5.72%,8.08%,6.10%
Total Accounts Receivable,16.37B,15.24B,16.2B,14.65B,14.54B
Total Accounts Receivable Growth,-,-6.93%,6.33%,-9.56%,-0.76%
"Accounts Receivables, Net",15.57B,14.34B,15.2B,13.65B,13.63B
"Accounts Receivables, Gross",16.09B,14.82B,15.64B,14.06B,14.03B
Bad Debt/Doubtful Accounts,(518M),(486M),(443M),(410M),(398M)
Other Receivable,802M,899M,-,-,-
Accounts Receivable Turnover,1.15,1.16,1.03,0.97,1.07
Inventories,1.81B,1.89B,1.65B,1.78B,1.68B
Finished Goods,213M,287M,208M,269M,184M
Work in Progress,-,-,-,-,-
Raw Materials,1.59B,1.6B,1.44B,1.51B,1.5B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.22B,2.39B,3.04B,3.03B,2.88B
Miscellaneous Current Assets,2.22B,2.39B,3.04B,3.03B,2.88B
Total Current Assets,28.56B,27.92B,28.44B,30.23B,26.89B
"Net Property, Plant & Equipment",13.81B,13.39B,8.92B,8.67B,8.12B
"Property, Plant & Equipment - Gross",36.96B,36.6B,23.31B,23.12B,21.93B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,23.15B,23.21B,14.39B,14.45B,13.8B
Total Investments and Advances,61M,58M,246M,65M,42M
Other Long-Term Investments,61M,58M,87M,65M,42M
Long-Term Note Receivables,5.67B,5.05B,5.61B,4.61B,5.32B
Intangible Assets,75.18B,74.4B,68.15B,68.42B,66.61B
Net Goodwill,61.65B,61.38B,55.64B,56.11B,55.04B
Net Other Intangibles,13.54B,13.03B,-,-,-
Other Assets,14.57B,14.43B,13.27B,13.72B,13.45B
Total Assets,146.81B,144.21B,132B,133.28B,127.5B
Total Assets Growth,-,-1.77%,-8.47%,0.97%,-4.33%
