Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,410M,542M,380M,482M,621M
Cash & Short Term Investments Growth,-,32.20%,-29.89%,26.84%,28.84%
Cash Only,410M,542M,380M,482M,621M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.72%,4.85%,3.51%,4.43%,5.69%
Total Accounts Receivable,507M,580M,517M,575M,549M
Total Accounts Receivable Growth,-,14.40%,-10.86%,11.22%,-4.52%
"Accounts Receivables, Net",507M,580M,517M,543M,517M
"Accounts Receivables, Gross",526M,596M,530M,549M,523M
Bad Debt/Doubtful Accounts,(19M),(16M),(13M),(6M),(6M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.70,1.52,1.73,1.53,1.61
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,279M,265M,243M,224M,222M
Miscellaneous Current Assets,279M,265M,243M,224M,222M
Total Current Assets,1.2B,1.39B,1.14B,1.28B,1.39B
"Net Property, Plant & Equipment",406M,402M,417M,390M,371M
"Property, Plant & Equipment - Gross",-,-,1B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,583M,-,-
Total Investments and Advances,-,-,-,6M,2M
Other Long-Term Investments,-,-,-,6M,2M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,9.21B,9.16B,9.06B,9.01B,8.96B
Net Goodwill,5.66B,5.66B,5.6B,5.59B,5.58B
Net Other Intangibles,3.55B,3.51B,-,-,-
Other Assets,172M,169M,147M,141M,144M
Total Assets,11.03B,11.17B,10.82B,10.88B,10.91B
Total Assets Growth,-,1.25%,-3.12%,0.57%,0.26%
