Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,230M,23M,24M,17M,14M
Cash & Short Term Investments Growth,-,-90.00%,4.35%,-29.17%,-17.65%
Cash Only,230M,23M,24M,17M,14M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.68%,0.07%,0.07%,0.05%,0.04%
Total Accounts Receivable,841M,958M,820M,930M,1B
Total Accounts Receivable Growth,-,13.91%,-14.41%,13.41%,7.53%
"Accounts Receivables, Net",736M,847M,735M,843M,919M
"Accounts Receivables, Gross",778M,883M,764M,871M,949M
Bad Debt/Doubtful Accounts,(42M),(36M),(29M),(28M),(30M)
Other Receivable,105M,111M,-,-,-
Accounts Receivable Turnover,1.75,1.89,1.88,2.02,1.73
Inventories,527M,595M,592M,520M,600M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,527M,595M,592M,520M,600M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,518M,628M,532M,564M,782M
Miscellaneous Current Assets,518M,628M,532M,564M,782M
Total Current Assets,2.12B,2.2B,1.97B,2.03B,2.4B
"Net Property, Plant & Equipment",28.02B,28.56B,29.26B,29.58B,30.09B
"Property, Plant & Equipment - Gross",-,-,43.48B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,14.21B,-,-
Total Investments and Advances,1.39B,1.28B,1.61B,1.58B,1.46B
Other Long-Term Investments,1.35B,1.23B,1.56B,1.52B,1.4B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,411M,411M,411M,411M,411M
Net Goodwill,411M,411M,411M,411M,411M
Net Other Intangibles,-,-,-,-,-
Other Assets,1.98B,2.21B,2.48B,2.6B,2.76B
Total Assets,33.92B,34.67B,35.74B,36.2B,37.11B
Total Assets Growth,-,2.21%,3.09%,1.29%,2.52%
