Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,44.57B,63.9B,28.91B,44.3B,39.12B
Cash & Due from Banks Growth,-,43.37%,-54.77%,53.27%,-11.69%
Investments - Total,172.22B,161.82B,188.66B,177.12B,170.92B
Investments Growth,-,-6.03%,16.59%,-6.12%,-3.50%
Trading Account Securities,625M,850M,1.19B,855M,1.26B
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,11.3B,11.6B,12.65B,9.02B,9.35B
Net Loans,290.89B,291.82B,306.3B,313.27B,326.54B
Gross Loans - Net of Unearned Income,296.91B,297.61B,-,-,-
Commercial & Industrial Loans,98.23B,95.88B,106.91B,112.48B,121.13B
Consumer & Installment Loans,62.29B,64.61B,66.76B,66.39B,67.06B
Real Estate Mortgage Loans,123.3B,124.48B,125.99B,128.14B,132.84B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(6.03B),(5.79B),(5.72B),(5.66B),(5.83B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,0.32%,4.96%,2.27%,4.24%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",3.3B,3.26B,3.31B,3.21B,3.18B
Other Assets (Including Intangibles),47.9B,46.67B,46.09B,48.59B,51.6B
Other Assets,37.34B,36.06B,35.04B,37.58B,40.67B
Intangible Assets,10.56B,10.61B,11.05B,11.01B,10.94B
Interest Receivables,-,-,-,-,-
Total Assets,558.89B,567.5B,573.28B,586.52B,591.38B
Assets - Total Growth,-,1.54%,1.02%,2.31%,0.83%
Return On Average Assets,-,-,-,-,1.41%
