Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.97B,3.41B,3.55B,1.95B,1.94B
Cash & Short Term Investments Growth,-,73.08%,4.25%,-45.03%,-0.92%
Cash Only,1.97B,3.41B,3.55B,1.95B,1.94B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.96%,5.06%,5.30%,2.87%,2.93%
Total Accounts Receivable,2.91B,3.33B,3.19B,3.69B,3.18B
Total Accounts Receivable Growth,-,14.28%,-4.24%,15.81%,-13.81%
"Accounts Receivables, Net",2.23B,2.67B,2.34B,2.94B,2.47B
"Accounts Receivables, Gross",2.32B,2.77B,2.42B,3.05B,2.56B
Bad Debt/Doubtful Accounts,(94M),(92M),(86M),(103M),(93M)
Other Receivable,687M,656M,-,-,-
Accounts Receivable Turnover,2.28,2.16,2.40,2.10,2.29
Inventories,2.93B,2.92B,2.71B,2.84B,3.04B
Finished Goods,2.24B,2.23B,2.05B,2.09B,2.16B
Work in Progress,-,-,-,-,-
Raw Materials,812M,822M,770M,891M,1.03B
Progress Payments & Other,(126M),(126M),(116M),(146M),(146M)
Other Current Assets,847M,796M,893M,1.14B,1.06B
Miscellaneous Current Assets,847M,796M,893M,1.14B,1.06B
Total Current Assets,8.65B,10.46B,10.34B,9.62B,9.21B
"Net Property, Plant & Equipment",9.51B,9.3B,9.27B,9.67B,9.38B
"Property, Plant & Equipment - Gross",17.15B,16.99B,16.71B,17.09B,16.72B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,7.64B,7.69B,7.43B,7.42B,7.34B
Total Investments and Advances,5.59B,5.27B,5.29B,5.26B,4.66B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,40.96B,40.44B,40.27B,41.45B,40.44B
Net Goodwill,22.27B,22.03B,21.98B,22.62B,22.1B
Net Other Intangibles,18.69B,18.41B,-,-,-
Other Assets,1.04B,1.21B,1.38B,1.44B,1.78B
Total Assets,66.48B,67.32B,67.09B,67.99B,66.01B
Total Assets Growth,-,1.26%,-0.33%,1.34%,-2.91%
