Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,772.23M,733.74M,492.48M,2.99B,563.66M
Cash & Short Term Investments Growth,-,-4.98%,-32.88%,507.80%,-81.17%
Cash Only,733.12M,693.58M,451.97M,2.95B,535.8M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.80%,3.63%,2.20%,13.28%,2.17%
Total Accounts Receivable,2.54B,2.45B,2.38B,2.71B,2.89B
Total Accounts Receivable Growth,-,-3.65%,-3.01%,13.97%,6.48%
"Accounts Receivables, Net",2.22B,2.14B,2.06B,2.38B,2.34B
"Accounts Receivables, Gross",2.23B,2.15B,2.07B,2.39B,2.34B
Bad Debt/Doubtful Accounts,(12.08M),(12M),(11M),(10M),-
Other Receivable,326.32M,315.57M,-,-,-
Accounts Receivable Turnover,1.56,1.54,1.61,1.51,1.45
Inventories,2.09B,2.26B,2.31B,2.33B,2.21B
Finished Goods,733.74M,774.75M,801.36M,827.46M,-
Work in Progress,1.09B,1.19B,1.2B,1.21B,-
Raw Materials,266.92M,300.78M,309.88M,288.36M,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,209.78M,181.65M,2.73B,196.62M,6.38B
Miscellaneous Current Assets,209.78M,181.65M,2.73B,196.62M,6.38B
Total Current Assets,5.62B,5.63B,7.91B,8.23B,12.05B
"Net Property, Plant & Equipment",2.4B,2.22B,2.2B,2.17B,2.12B
"Property, Plant & Equipment - Gross",6.17B,6.02B,6.02B,6.02B,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.77B,3.8B,3.82B,3.85B,-
Total Investments and Advances,41.05M,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,1.88M,2.47M,1.94M,551K,-
Intangible Assets,11.58B,11.44B,11.34B,11.21B,10.88B
Net Goodwill,8.06B,8.01B,8B,7.95B,7.74B
Net Other Intangibles,3.52B,3.43B,-,-,-
Other Assets,599.43M,797.74M,792.87M,787.44M,788.06M
Total Assets,20.34B,20.24B,22.4B,22.55B,25.94B
Total Assets Growth,-,-0.51%,10.67%,0.67%,15.07%
