Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.92B,1.55B,3.48B,3.08B,1.23B
Cash & Short Term Investments Growth,-,-19.24%,123.76%,-11.48%,-60.01%
Cash Only,1.92B,1.55B,3.48B,3.08B,1.23B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,17.71%,14.83%,28.30%,26.08%,12.41%
Total Accounts Receivable,3.69B,3.75B,3.78B,3.8B,3.8B
Total Accounts Receivable Growth,-,1.82%,0.77%,0.48%,-0.08%
"Accounts Receivables, Net",3.59B,3.66B,3.69B,3.71B,3.7B
"Accounts Receivables, Gross",3.76B,3.84B,3.87B,3.89B,3.87B
Bad Debt/Doubtful Accounts,(170M),(177M),(175M),(188M),(166M)
Other Receivable,93M,95M,-,-,-
Accounts Receivable Turnover,1.00,0.96,0.94,0.90,0.92
Inventories,673M,628M,622M,626M,596M
Finished Goods,552M,501M,482M,490M,461M
Work in Progress,-,-,-,-,-
Raw Materials,121M,127M,140M,136M,135M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,399M,441M,382M,342M,527M
Miscellaneous Current Assets,399M,441M,382M,342M,527M
Total Current Assets,6.68B,6.38B,8.26B,7.84B,6.15B
"Net Property, Plant & Equipment",1.35B,1.33B,1.3B,1.3B,1.24B
"Property, Plant & Equipment - Gross",2.52B,2.5B,2.46B,2.44B,2.38B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.16B,1.17B,1.16B,1.14B,1.14B
Total Investments and Advances,8M,6M,8M,8M,5M
Other Long-Term Investments,8M,6M,8M,8M,5M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.2B,2.14B,2.09B,2.03B,1.94B
Net Goodwill,1.74B,1.7B,1.67B,1.64B,1.55B
Net Other Intangibles,458M,434M,-,-,-
Other Assets,616M,627M,624M,611M,587M
Total Assets,10.86B,10.47B,12.28B,11.8B,9.91B
Total Assets Growth,-,-3.55%,17.26%,-3.94%,-15.96%
