Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.21B,995M,1.54B,1.16B,617M
Cash & Short Term Investments Growth,-,-17.97%,54.67%,-24.43%,-46.95%
Cash Only,1.21B,993M,1.54B,1.14B,558M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,13.98%,11.55%,16.42%,12.72%,6.90%
Total Accounts Receivable,1.16B,1.3B,1.4B,1.34B,1.53B
Total Accounts Receivable Growth,-,12.35%,7.53%,-3.93%,13.99%
"Accounts Receivables, Net",1.16B,1.3B,1.4B,1.34B,1.53B
"Accounts Receivables, Gross",1.16B,1.3B,1.4B,1.34B,1.54B
Bad Debt/Doubtful Accounts,(4M),-,-,-,(4M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.60,2.39,2.23,2.08,1.72
Inventories,1.2B,1.19B,1.29B,1.48B,1.57B
Finished Goods,386M,305M,350M,487M,550M
Work in Progress,443M,459M,463M,456M,414M
Raw Materials,375M,424M,474M,536M,601M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,204M,184M,225M,273M,319M
Miscellaneous Current Assets,204M,184M,225M,273M,319M
Total Current Assets,3.78B,3.67B,4.45B,4.26B,4.03B
"Net Property, Plant & Equipment",2.28B,2.21B,2.22B,2.2B,2.33B
"Property, Plant & Equipment - Gross",10.48B,10.47B,10.52B,10.57B,10.75B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,8.2B,8.26B,8.31B,8.37B,8.42B
Total Investments and Advances,18M,36M,36M,23M,23M
Other Long-Term Investments,18M,36M,36M,23M,23M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.27B,1.26B,1.26B,1.25B,1.25B
Net Goodwill,1.24B,1.24B,1.24B,1.24B,1.24B
Net Other Intangibles,29M,24M,-,-,-
Other Assets,217M,307M,291M,294M,177M
Total Assets,8.68B,8.61B,9.38B,9.15B,8.94B
Total Assets Growth,-,-0.71%,8.85%,-2.45%,-2.20%
