Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,730M,1.01B,737M,694M,545M
Cash & Short Term Investments Growth,-,38.08%,-26.88%,-5.83%,-21.47%
Cash Only,730M,1.01B,737M,694M,545M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.69%,8.89%,6.90%,6.55%,5.13%
Total Accounts Receivable,1.51B,1.51B,1.51B,1.35B,1.5B
Total Accounts Receivable Growth,-,0.20%,0.13%,-10.85%,11.20%
"Accounts Receivables, Net",1.51B,1.5B,1.38B,1.32B,1.49B
"Accounts Receivables, Gross",1.52B,1.51B,1.39B,1.33B,1.5B
Bad Debt/Doubtful Accounts,(8M),(8M),(7M),(11M),(9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.07,1.06,1.13,1.16,1.06
Inventories,909M,918M,915M,946M,950M
Finished Goods,327M,-,-,-,-
Work in Progress,433M,-,-,-,-
Raw Materials,151M,-,-,-,-
Progress Payments & Other,(2M),-,-,-,-
Other Current Assets,765M,893M,596M,731M,780M
Miscellaneous Current Assets,765M,893M,596M,731M,780M
Total Current Assets,3.91B,4.33B,3.76B,3.72B,3.77B
"Net Property, Plant & Equipment",1.27B,1.26B,1.2B,970M,952M
"Property, Plant & Equipment - Gross",2.14B,2.13B,2.09B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,873M,877M,882M,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.31B,5.29B,5.25B,5.27B,5.24B
Net Goodwill,4.6B,4.6B,4.6B,4.6B,4.6B
Net Other Intangibles,711M,683M,-,-,-
Other Assets,414M,465M,464M,640M,647M
Total Assets,10.91B,11.34B,10.68B,10.6B,10.61B
Total Assets Growth,-,3.91%,-5.77%,-0.79%,0.16%
