Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,534.77M,383.49M,359.09M,348.32M,316.33M
Cash & Short Term Investments Growth,-,-28.29%,-6.36%,-3.00%,-9.18%
Cash Only,534.77M,383.49M,359.09M,348.32M,316.33M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.42%,3.26%,3.07%,3.05%,2.83%
Total Accounts Receivable,743.42M,762M,752.13M,799.04M,763.79M
Total Accounts Receivable Growth,-,2.50%,-1.30%,6.24%,-4.41%
"Accounts Receivables, Net",743.42M,762M,752.13M,799.04M,763.79M
"Accounts Receivables, Gross",761.08M,780.41M,773.25M,823.41M,786.91M
Bad Debt/Doubtful Accounts,(17.66M),(18.41M),(21.12M),(24.37M),(23.12M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.30,1.57,1.61,1.52,1.51
Inventories,593.07M,564.53M,594.6M,575M,620.4M
Finished Goods,376.38M,313.03M,334.53M,334.88M,341.11M
Work in Progress,72.12M,79.43M,77.34M,76.02M,107.27M
Raw Materials,183.23M,193.84M,210.36M,195.04M,211.45M
Progress Payments & Other,(38.67M),(21.76M),(27.63M),(30.94M),(39.43M)
Other Current Assets,136.6M,194.6M,221.27M,156.64M,147.43M
Miscellaneous Current Assets,136.6M,194.6M,221.27M,156.64M,147.43M
Total Current Assets,2.01B,1.9B,1.93B,1.88B,1.85B
"Net Property, Plant & Equipment",1.71B,1.71B,1.72B,1.74B,1.76B
"Property, Plant & Equipment - Gross",2.9B,2.93B,2.95B,3.01B,3.05B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,224.58M,225.89M,223.72M,222.62M,223.46M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.19B,1.22B,1.24B,1.27B,1.29B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,8.69M,-,-,8.13M,-
Intangible Assets,8.33B,8.09B,7.99B,7.73B,7.51B
Net Goodwill,5.29B,5.13B,5.12B,4.4B,4.32B
Net Other Intangibles,3.05B,2.95B,-,-,-
Other Assets,42.76M,50.12M,55.9M,62.53M,70.16M
Total Assets,12.1B,11.75B,11.69B,11.42B,11.19B
Total Assets Growth,-,-2.88%,-0.53%,-2.28%,-2.06%
