Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.31B,684M,1.51B,310M,532M
Cash & Short Term Investments Growth,-,-47.87%,120.91%,-79.48%,71.61%
Cash Only,1.31B,684M,1.51B,310M,532M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.96%,1.56%,3.33%,0.69%,1.18%
Total Accounts Receivable,1.32B,1.36B,1.28B,1.37B,1.39B
Total Accounts Receivable Growth,-,3.49%,-6.23%,7.27%,1.17%
"Accounts Receivables, Net",1.09B,1.11B,1.03B,1.13B,1.14B
"Accounts Receivables, Gross",1.24B,1.29B,1.2B,1.27B,1.29B
Bad Debt/Doubtful Accounts,(157M),(171M),(169M),(142M),(145M)
Other Receivable,232M,250M,-,-,-
Accounts Receivable Turnover,1.99,2.29,2.08,2.18,2.03
Inventories,274M,245M,260M,273M,304M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,274M,245M,260M,273M,304M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,292M,239M,187M,295M,315M
Miscellaneous Current Assets,292M,239M,187M,295M,315M
Total Current Assets,3.2B,2.53B,3.24B,2.25B,2.54B
"Net Property, Plant & Equipment",34.02B,34.31B,35.02B,35B,35.37B
"Property, Plant & Equipment - Gross",46.35B,46.77B,47.7B,47.83B,48.4B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,12.33B,12.46B,12.67B,12.83B,13.04B
Total Investments and Advances,622M,632M,655M,646M,626M
Other Long-Term Investments,622M,632M,655M,646M,626M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.62B,5.62B,5.62B,5.62B,5.62B
Net Goodwill,5.62B,5.62B,5.62B,5.62B,5.62B
Net Other Intangibles,-,-,-,-,-
Other Assets,910M,767M,899M,1.11B,970M
Total Assets,44.36B,43.85B,45.43B,44.62B,45.12B
Total Assets Growth,-,-1.15%,3.60%,-1.79%,1.13%
