Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,374.38M,224.34M,146.39M,14.61M,135.77M
Cash & Short Term Investments Growth,-,-40.08%,-34.75%,-90.02%,829.32%
Cash Only,374.38M,224.34M,146.39M,14.61M,135.77M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.60%,0.94%,0.62%,0.06%,0.55%
Total Accounts Receivable,1.09B,1.5B,1.44B,1.68B,1.78B
Total Accounts Receivable Growth,-,37.14%,-3.72%,16.69%,5.72%
"Accounts Receivables, Net",1.09B,1.5B,1.44B,1.68B,1.78B
"Accounts Receivables, Gross",1.09B,1.5B,1.44B,1.68B,1.78B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.18,3.18,3.96,3.36,3.52
Inventories,599.58M,775.91M,580.9M,732.41M,773.9M
Finished Goods,454.76M,628.11M,427.88M,584.1M,619.88M
Work in Progress,-,-,-,-,-
Raw Materials,144.82M,147.8M,153.02M,148.3M,154.02M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,169.68M,169.07M,205.3M,211.85M,338.13M
Miscellaneous Current Assets,169.68M,169.07M,205.3M,211.85M,338.13M
Total Current Assets,2.24B,2.67B,2.37B,2.64B,3.03B
"Net Property, Plant & Equipment",19.18B,19.22B,19.41B,19.43B,19.6B
"Property, Plant & Equipment - Gross",23.39B,23.58B,23.91B,24.07B,24.39B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.21B,4.36B,4.5B,4.65B,4.79B
Total Investments and Advances,800.35M,797.23M,797.61M,797.39M,801.32M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,768.51M,765.9M,763.3M,760.69M,758.08M
Net Goodwill,-,-,527.59M,-,-
Net Other Intangibles,768.51M,765.9M,-,-,-
Other Assets,451.25M,420.39M,276.9M,368.07M,339.69M
Total Assets,23.44B,23.87B,23.62B,23.99B,24.53B
Total Assets Growth,-,1.86%,-1.05%,1.57%,2.23%
