Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.94B,9.69B,10.25B,8.16B,9.29B
Cash & Short Term Investments Growth,-,8.36%,5.75%,-20.40%,13.88%
Cash Only,8.66B,9.3B,9.8B,7.68B,8.94B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.21%,13.13%,13.63%,11.02%,12.52%
Total Accounts Receivable,6.11B,6.41B,6.49B,7.18B,7.2B
Total Accounts Receivable Growth,-,4.78%,1.28%,10.67%,0.28%
"Accounts Receivables, Net",6.11B,6.41B,6.49B,7.18B,7.2B
"Accounts Receivables, Gross",6.61B,6.91B,7.01B,7.82B,7.77B
Bad Debt/Doubtful Accounts,(498M),(507M),(519M),(640M),(572M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.67,1.71,1.77,1.66,1.56
Inventories,5.44B,5.26B,5.16B,5.69B,5.9B
Finished Goods,3.12B,3.05B,3.08B,3.47B,3.57B
Work in Progress,796M,710M,694M,695M,710M
Raw Materials,1.53B,1.5B,1.38B,1.53B,1.62B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.13B,2.13B,2.35B,2.4B,2.57B
Miscellaneous Current Assets,2.13B,2.13B,2.35B,2.4B,2.57B
Total Current Assets,22.63B,23.49B,24.24B,23.43B,24.96B
"Net Property, Plant & Equipment",8.82B,8.83B,10.11B,8.91B,8.82B
"Property, Plant & Equipment - Gross",19.07B,19.18B,20.52B,19.52B,19.46B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,10.26B,10.35B,10.41B,10.61B,10.64B
Total Investments and Advances,948M,941M,903M,763M,734M
Other Long-Term Investments,948M,941M,903M,763M,734M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,37.17B,36.61B,35.97B,35.4B,34.34B
Net Goodwill,23.49B,23.3B,23.23B,23.18B,22.74B
Net Other Intangibles,13.68B,13.31B,-,-,-
Other Assets,3.71B,3.92B,3.97B,5.5B,5.36B
Total Assets,73.27B,73.8B,75.2B,74.01B,74.2B
Total Assets Growth,-,0.72%,1.90%,-1.58%,0.26%
