Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.57B,1.8B,1.47B,1.5B,1.52B
Cash & Short Term Investments Growth,-,14.64%,-18.63%,1.97%,1.36%
Cash Only,1.33B,1.52B,864.3M,1.03B,1.2B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.54%,22.11%,17.27%,17.78%,18.01%
Total Accounts Receivable,700.3M,664.2M,664.9M,686.2M,679.2M
Total Accounts Receivable Growth,-,-5.15%,0.11%,3.20%,-1.02%
"Accounts Receivables, Net",640.5M,600.6M,582.2M,636.3M,636.4M
"Accounts Receivables, Gross",649.5M,610.1M,591.5M,645M,645M
Bad Debt/Doubtful Accounts,(9M),(9.5M),(9.3M),(8.7M),(8.6M)
Other Receivable,59.8M,63.6M,-,-,-
Accounts Receivable Turnover,1.96,1.97,2.00,1.95,2.02
Inventories,759.5M,737.8M,726.7M,730.6M,740M
Finished Goods,477.1M,449.2M,429.6M,442.6M,433.2M
Work in Progress,151M,159.5M,164.3M,150.6M,165.9M
Raw Materials,131.4M,129.1M,132.8M,137.4M,140.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,289.1M,309M,320.8M,327.3M,326.3M
Miscellaneous Current Assets,220.5M,232.1M,235.6M,233.2M,247M
Total Current Assets,3.32B,3.52B,3.18B,3.24B,3.26B
"Net Property, Plant & Equipment",1.53B,1.55B,1.64B,1.64B,1.64B
"Property, Plant & Equipment - Gross",-,-,2.29B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,88.2M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,654.6M,-,-
Total Investments and Advances,1.01B,1.3B,1.86B,1.65B,1.54B
Other Long-Term Investments,932.9M,1.22B,1.76B,1.56B,1.44B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.5B,1.5B,1.49B,1.49B,1.48B
Net Goodwill,1.17B,1.17B,1.17B,1.17B,1.16B
Net Other Intangibles,327M,325.3M,-,-,-
Other Assets,105M,117.9M,88.6M,103.3M,189.3M
Total Assets,7.66B,8.16B,8.5B,8.42B,8.43B
Total Assets Growth,-,6.50%,4.19%,-0.97%,0.06%
