Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,21.34B,20B,16.24B,12.28B,11.45B
Cash & Short Term Investments Growth,-,-6.31%,-18.76%,-24.39%,-6.79%
Cash Only,8.27B,9.76B,8.05B,7.41B,10.09B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.33%,13.62%,11.72%,9.04%,8.45%
Total Accounts Receivable,11.77B,12.33B,11.38B,11.56B,12.55B
Total Accounts Receivable Growth,-,4.80%,-7.74%,1.56%,8.60%
"Accounts Receivables, Net",11.77B,12.33B,11.38B,11.56B,12.55B
"Accounts Receivables, Gross",11.77B,12.74B,11.77B,11.56B,12.55B
Bad Debt/Doubtful Accounts,-,(407M),(390M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.44,1.24,1.30,1.21,1.33
Inventories,81.8B,81.9B,78.82B,79.82B,79.92B
Finished Goods,-,-,-,-,-
Work in Progress,71.38B,71.67B,68.98B,70.06B,70.12B
Raw Materials,10.42B,10.23B,9.85B,9.76B,9.8B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,4.19B,2.66B,2.22B,2.36B,2.09B
Miscellaneous Current Assets,4.19B,2.66B,2.22B,2.36B,2.09B
Total Current Assets,119.1B,116.89B,108.67B,106.01B,106B
"Net Property, Plant & Equipment",11.34B,11.11B,12.36B,10.76B,10.62B
"Property, Plant & Equipment - Gross",31.91B,31.56B,32.89B,31.51B,31.59B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,20.57B,20.44B,20.54B,20.76B,20.97B
Total Investments and Advances,883M,963M,1.07B,992M,981M
Other Long-Term Investments,37M,35M,143M,45M,39M
Long-Term Note Receivables,1.87B,1.8B,1.7B,1.58B,1.54B
Intangible Assets,10.78B,10.7B,10.63B,10.56B,10.49B
Net Goodwill,8.08B,8.07B,8.07B,8.07B,8.06B
Net Other Intangibles,2.7B,2.63B,-,-,-
Other Assets,4.89B,5.31B,4.06B,5.81B,5.75B
Total Assets,148.94B,146.85B,138.55B,135.8B,135.48B
Total Assets Growth,-,-1.40%,-5.65%,-1.99%,-0.24%
