Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,3.29B,3.21B,2.99B,3.05B,3.44B
Cash & Due from Banks Growth,-,-2.19%,-6.82%,1.84%,12.73%
Investments - Total,80.42B,82.26B,80.9B,76.94B,67.56B
Investments Growth,-,2.29%,-1.65%,-4.90%,-12.19%
Trading Account Securities,711M,685M,512M,324M,293M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,41.87B,43.89B,42.41B,27.93B,14.9B
Net Loans,105.7B,105.96B,110.16B,113.96B,116.81B
Gross Loans - Net of Unearned Income,107.73B,107.91B,-,-,-
Commercial & Industrial Loans,47.56B,47.83B,51.66B,53.91B,56.1B
Consumer & Installment Loans,20.04B,20.76B,21.3B,21.87B,22.3B
Real Estate Mortgage Loans,36.89B,36.19B,36.04B,37.17B,37.58B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(2.03B),(1.95B),(1.89B),(1.91B),(2.01B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,0.24%,3.96%,3.45%,2.50%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",3.21B,3.18B,3.16B,3.17B,3.19B
Other Assets (Including Intangibles),12.31B,12.68B,11.38B,13.92B,15.32B
Other Assets,7.94B,7.99B,6.71B,9.26B,10.2B
Intangible Assets,4.38B,4.68B,4.67B,4.66B,5.12B
Interest Receivables,458M,443M,465M,437M,476M
Total Assets,205.39B,207.73B,211.12B,211.46B,206.78B
Assets - Total Growth,-,1.14%,1.63%,0.16%,-2.21%
Return On Average Assets,-,-,-,-,1.33%
