Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,7.63B,4.77B,3.57B,4.25B,337M
Cash & Short Term Investments Growth,-,-37.51%,-25.08%,18.98%,-92.07%
Cash Only,7.63B,4.77B,3.57B,4.25B,337M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.76%,13.95%,10.75%,12.46%,0.91%
Total Accounts Receivable,905M,884M,948M,948M,1.21B
Total Accounts Receivable Growth,-,-2.32%,7.24%,0.00%,27.74%
"Accounts Receivables, Net",816M,811M,890M,904M,1.12B
"Accounts Receivables, Gross",882M,872M,955M,970M,1.21B
Bad Debt/Doubtful Accounts,(66M),(61M),(65M),(66M),(89M)
Other Receivable,89M,73M,-,-,-
Accounts Receivable Turnover,1.42,1.71,1.57,1.88,1.40
Inventories,265M,304M,322M,280M,332M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,265M,304M,322M,280M,332M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,218M,181M,165M,235M,421M
Miscellaneous Current Assets,99M,91M,105M,100M,291M
Total Current Assets,9.02B,6.14B,5.01B,5.71B,2.3B
"Net Property, Plant & Equipment",24.95B,25.21B,25.53B,25.65B,29.91B
"Property, Plant & Equipment - Gross",31.3B,31.68B,32.06B,32.29B,37.95B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.35B,6.48B,6.53B,6.64B,8.04B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.06B,1.06B,1.06B,1.06B,2.63B
Net Goodwill,716M,716M,716M,716M,2.3B
Net Other Intangibles,347M,344M,-,-,-
Other Assets,1.73B,1.77B,1.61B,1.69B,2.22B
Total Assets,36.76B,34.17B,33.22B,34.11B,37.06B
Total Assets Growth,-,-7.04%,-2.77%,2.66%,8.66%
