Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,139.13M,128.26M,118M,271.34M,232.36M
Cash & Short Term Investments Growth,-,-7.82%,-8.00%,129.95%,-14.36%
Cash Only,128.53M,117.66M,105.3M,258.34M,220.96M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.24%,6.73%,5.96%,12.73%,10.72%
Total Accounts Receivable,168.3M,180.16M,165.73M,164.25M,192.58M
Total Accounts Receivable Growth,-,7.05%,-8.01%,-0.89%,17.24%
"Accounts Receivables, Net",168.3M,180.16M,165.73M,164.25M,192.58M
"Accounts Receivables, Gross",183.8M,195.15M,181.08M,179.66M,207.9M
Bad Debt/Doubtful Accounts,(15.5M),(14.99M),(15.35M),(15.41M),(15.32M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.79,3.61,3.62,3.60,3.71
Inventories,29.95M,26.98M,28.93M,29.06M,29.52M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,29.95M,26.98M,28.93M,29.06M,29.52M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,38.95M,38.06M,39.72M,31.86M,52.54M
Miscellaneous Current Assets,38.95M,38.06M,39.72M,31.86M,52.54M
Total Current Assets,376.33M,373.45M,352.38M,496.51M,507M
"Net Property, Plant & Equipment",392.98M,382.92M,378.04M,373.72M,382.78M
"Property, Plant & Equipment - Gross",-,-,693.93M,-,707.57M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,223.65M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,315.89M,-,324.79M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,43.84M,45.41M,47.1M,46.19M,52.96M
Intangible Assets,1.07B,1.07B,1.17B,1.17B,1.18B
Net Goodwill,664.12M,665.65M,721.82M,730.14M,742.02M
Net Other Intangibles,410.65M,402.54M,-,-,-
Other Assets,31.13M,32.28M,32M,43.16M,38.27M
Total Assets,1.92B,1.9B,1.98B,2.13B,2.17B
Total Assets Growth,-,-0.88%,3.99%,7.59%,1.71%
