Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,686M,859M,289M,215M,869M
Cash & Short Term Investments Growth,-,25.22%,-66.36%,-25.61%,304.19%
Cash Only,538M,631M,166M,90M,335M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.21%,1.49%,0.48%,0.37%,1.47%
Total Accounts Receivable,1.65B,1.68B,1.88B,1.91B,1.88B
Total Accounts Receivable Growth,-,1.88%,12.04%,1.38%,-1.57%
"Accounts Receivables, Net",1.65B,1.68B,1.88B,1.91B,1.88B
"Accounts Receivables, Gross",1.74B,1.78B,1.99B,2.02B,1.99B
Bad Debt/Doubtful Accounts,(91M),(97M),(106M),(113M),(111M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.86,2.07,1.78,1.98,1.82
Inventories,500M,587M,631M,505M,645M
Finished Goods,219M,304M,342M,206M,336M
Work in Progress,-,-,-,-,-
Raw Materials,281M,283M,289M,299M,309M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.31B,1.36B,1.44B,1.4B,1.45B
Miscellaneous Current Assets,1.26B,1.31B,1.4B,1.36B,1.4B
Total Current Assets,4.15B,4.49B,4.24B,4.02B,4.84B
"Net Property, Plant & Equipment",45.53B,46.07B,46.75B,47.08B,47.74B
"Property, Plant & Equipment - Gross",65.63B,66.53B,66.58B,67.3B,67.91B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,20.1B,20.46B,19.83B,20.22B,20.17B
Total Investments and Advances,3.48B,3.52B,3.7B,3.59B,3.33B
Other Long-Term Investments,3.29B,3.31B,3.49B,3.37B,3.11B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,3.62B,3.44B,3.17B,3.3B,3.4B
Total Assets,56.78B,57.52B,60.67B,57.99B,59.32B
Total Assets Growth,-,1.30%,5.48%,-4.42%,2.30%
