Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.08B,1.07B,1.69B,867M,1.24B
Cash & Short Term Investments Growth,-,-1.20%,58.67%,-48.79%,42.45%
Cash Only,157M,156M,254M,147M,577M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.96%,2.87%,4.40%,2.46%,3.41%
Total Accounts Receivable,999M,1.32B,1.2B,1.38B,1.1B
Total Accounts Receivable Growth,-,32.13%,-8.79%,14.20%,-19.85%
"Accounts Receivables, Net",921M,943M,1.2B,1.38B,1.1B
"Accounts Receivables, Gross",959M,986M,1.23B,1.41B,1.14B
Bad Debt/Doubtful Accounts,(38M),(43M),(29M),(39M),(37M)
Other Receivable,78M,377M,-,-,-
Accounts Receivable Turnover,1.74,1.33,1.92,2.01,1.71
Inventories,440M,593M,608M,512M,636M
Finished Goods,121M,217M,186M,54M,152M
Work in Progress,-,-,-,-,-
Raw Materials,319M,376M,422M,458M,484M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.66B,4.73B,3.85B,1.43B,1.47B
Miscellaneous Current Assets,2.66B,4.73B,3.85B,1.43B,1.47B
Total Current Assets,5.18B,7.71B,7.36B,4.19B,4.44B
"Net Property, Plant & Equipment",22.1B,22.61B,23.69B,24.23B,25.03B
"Property, Plant & Equipment - Gross",32B,32.69B,33.87B,34.51B,35.45B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,9.91B,10.08B,10.19B,10.28B,10.42B
Total Investments and Advances,1.25B,9M,5M,6M,6M
Other Long-Term Investments,363M,9M,5M,6M,6M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.29B,4.29B,4.29B,4.29B,4.29B
Net Goodwill,4.29B,4.29B,4.29B,4.29B,4.29B
Net Other Intangibles,-,-,-,-,-
Other Assets,3.65B,2.54B,2.34B,2.49B,2.44B
Total Assets,36.47B,37.16B,38.48B,35.2B,36.22B
Total Assets Growth,-,1.90%,3.54%,-8.51%,2.88%
