Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.92B,3.02B,3.19B,2.8B,3B
Cash & Short Term Investments Growth,-,3.39%,5.60%,-12.05%,6.96%
Cash Only,2.48B,2.59B,2.59B,2.28B,2.46B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.91%,13.09%,13.44%,11.62%,12.25%
Total Accounts Receivable,4.13B,4.15B,4.17B,4.37B,4.16B
Total Accounts Receivable Growth,-,0.48%,0.53%,4.65%,-4.85%
"Accounts Receivables, Net",4.13B,4.15B,3.99B,4.37B,4.16B
"Accounts Receivables, Gross",4.13B,4.15B,4.02B,4.37B,4.16B
Bad Debt/Doubtful Accounts,-,-,(33M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.48,1.44,1.40,1.46,1.58
Inventories,4.08B,4.32B,4.36B,4.59B,4.77B
Finished Goods,2.47B,2.49B,2.54B,2.77B,2.64B
Work in Progress,-,-,-,-,-
Raw Materials,1.77B,2B,2.01B,2.03B,2.35B
Progress Payments & Other,(161M),(170M),(192M),(209M),(219M)
Other Current Assets,804M,828M,593M,839M,843M
Miscellaneous Current Assets,804M,828M,593M,839M,843M
Total Current Assets,11.93B,12.32B,12.31B,12.6B,12.76B
"Net Property, Plant & Equipment",4.63B,4.64B,4.87B,4.82B,4.82B
"Property, Plant & Equipment - Gross",9.57B,9.61B,9.8B,9.77B,9.8B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.94B,4.97B,4.94B,4.95B,4.99B
Total Investments and Advances,1.5B,1.54B,1.54B,1.59B,1.54B
Other Long-Term Investments,5M,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.23B,2.21B,2.19B,2.2B,2.45B
Net Goodwill,1.29B,1.29B,1.29B,1.29B,1.39B
Net Other Intangibles,942M,921M,-,-,-
Other Assets,1.88B,1.94B,2.38B,2.42B,2.38B
Total Assets,22.61B,23.06B,23.71B,24.12B,24.48B
Total Assets Growth,-,2.01%,2.81%,1.74%,1.47%
