Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,694M,720M,360M,1.26B,1.32B
Funds from Operations Growth,-,3.75%,-50.00%,249.44%,5.09%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,360M,2.84B,(96M),302M,959M
Net Operating Cash Flow Growth,-,687.50%,-103.39%,414.58%,217.55%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(329M),(326M),(371M),(295M),(279M)
Capital Expenditures Growth,-,0.91%,-13.80%,20.49%,5.42%
Capital Expenditures (Fixed Assets),(329M),(326M),(371M),(295M),(279M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(202M),(3.63B),(228M),(74M),(93M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(184M),(291M),497M,(279M),(650M)
Purchase of Investments,(1.59B),(1.27B),(624M),(2.16B),(1.08B)
Sale/Maturity of Investments,1.4B,975M,1.12B,1.88B,428M
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(715M),(4.25B),(102M),(648M),(1.02B)
Net Investing Cash Flow Growth,-,-494.55%,97.60%,-535.29%,-57.72%
