Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,313.6M,328.6M,305.3M,174.7M,312.7M
Net Income Growth,-,4.78%,-7.09%,-42.78%,78.99%
"Depreciation, Depletion & Amortization",205.4M,206.9M,215.6M,234.7M,234.7M
Depreciation and Depletion,153.2M,149.2M,151.3M,155.2M,156M
Amortization of Intangible Assets,52.2M,57.7M,64.3M,79.5M,78.7M
Deferred Taxes & Investment Tax Credit,(3.4M),13.2M,(53.8M),(15.7M),(41.9M)
Deferred Taxes,(3.4M),13.2M,(53.8M),(15.7M),(41.9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,30.9M,23M,10.2M,1.1M,10.6M
Funds from Operations,546.5M,571.7M,477.3M,394.8M,516.1M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(43.5M),51M,163.6M,(224.7M),(193.7M)
Receivables,(42.7M),(81.9M),(77.2M),(29.6M),(204.4M)
Accounts Payable,78.1M,38M,128.9M,25.5M,138.3M
Other Assets/Liabilities,(21.3M),71.2M,105.1M,(125.8M),28.4M
Net Operating Cash Flow,503M,622.7M,640.9M,170.1M,322.4M
Net Operating Cash Flow Growth,-,23.80%,2.92%,-73.46%,89.54%
Net Operating Cash Flow / Sales,15.90%,18.75%,19.05%,5.21%,9.00%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(143.5M),(178.2M),(219.2M),(148.7M),(168.8M)
Capital Expenditures Growth,-,-24.18%,-23.01%,32.16%,-13.52%
Capital Expenditures / Sales,-4.54%,-5.37%,-6.51%,-4.55%,-4.71%
Capital Expenditures (Fixed Assets),(143.5M),(178.2M),(219.2M),(148.7M),(168.8M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.8M),(120.1M),(3.71B),-,(7.2M)
Sale of Fixed Assets & Businesses,200K,12M,(100K),300K,400K
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(10.3M),(4.4M),(8.1M),-,-
Other Sources,-,3.8M,7.6M,19.5M,35.9M
Net Investing Cash Flow,(155.4M),(290.7M),(3.94B),(129.2M),(181.6M)
Net Investing Cash Flow Growth,-,-87.07%,"-1,255.76%",96.72%,-40.56%
Net Investing Cash Flow / Sales,-4.91%,-8.75%,-117.14%,-3.96%,-5.07%
